round,question_id,answer_id,question_type,question,answer,num_vote,num_char,num_music,num_cp,num_doujin,num_male,num_female,source_file
10,13051,1305103,Multiple,您购买的国内二次同人作品类型为？（分类均包含数字版）,插画类,3724,3560,2810,2930,456,2860,864,data_raw/cn_official/round_10/conditions/q13051_a1305103.json
10,13051,1305104,Multiple,您购买的国内二次同人作品类型为？（分类均包含数字版）,游戏类,7275,6981,5596,5582,1050,6415,860,data_raw/cn_official/round_10/conditions/q13051_a1305104.json
10,13051,1305105,Multiple,您购买的国内二次同人作品类型为？（分类均包含数字版）,文字类,2462,2366,1909,1958,340,1989,473,data_raw/cn_official/round_10/conditions/q13051_a1305105.json
10,13051,1305106,Multiple,您购买的国内二次同人作品类型为？（分类均包含数字版）,视频类,1520,1464,1163,1200,233,1293,227,data_raw/cn_official/round_10/conditions/q13051_a1305106.json
10,13051,1305107,Multiple,您购买的国内二次同人作品类型为？（分类均包含数字版）,实体周边类,6290,6055,4849,5001,796,5074,1216,data_raw/cn_official/round_10/conditions/q13051_a1305107.json
10,13051,1305108,Multiple,您购买的国内二次同人作品类型为？（分类均包含数字版）,服装饰品类,2101,2013,1634,1688,266,1603,498,data_raw/cn_official/round_10/conditions/q13051_a1305108.json
10,13051,1305109,Multiple,您购买的国内二次同人作品类型为？（分类均包含数字版）,其它,652,626,509,524,84,544,108,data_raw/cn_official/round_10/conditions/q13051_a1305109.json
10,13061,1306101,Multiple,您购买国内二次同人作品的渠道为？,网络邮购,8880,8499,6728,6934,1110,7276,1604,data_raw/cn_official/round_10/conditions/q13061_a1306101.json
10,13061,1306102,Multiple,您购买国内二次同人作品的渠道为？,展会购买,3778,3594,2816,2873,523,3050,728,data_raw/cn_official/round_10/conditions/q13061_a1306102.json
10,13061,1306103,Multiple,您购买国内二次同人作品的渠道为？,电子版/下载版,5900,5667,4538,4527,913,5162,738,data_raw/cn_official/round_10/conditions/q13061_a1306103.json
10,13061,1306104,Multiple,您购买国内二次同人作品的渠道为？,委托朋友/代购,1904,1815,1437,1486,239,1507,397,data_raw/cn_official/round_10/conditions/q13061_a1306104.json
10,13061,1306105,Multiple,您购买国内二次同人作品的渠道为？,他人转手/二手,1370,1311,1036,1062,182,1045,325,data_raw/cn_official/round_10/conditions/q13061_a1306105.json
10,13061,1306106,Multiple,您购买国内二次同人作品的渠道为？,其它,560,539,410,439,57,463,97,data_raw/cn_official/round_10/conditions/q13061_a1306106.json
10,13071,1307101,Single,您对国内二次同人作品的购买力范围是？（单个作品，含手续费、运费等）,单价30RMB以内,438,415,275,285,35,338,100,data_raw/cn_official/round_10/conditions/q13071_a1307101.json
10,13071,1307102,Single,您对国内二次同人作品的购买力范围是？（单个作品，含手续费、运费等）,单价50RMB以内,1353,1303,981,1000,165,1120,233,data_raw/cn_official/round_10/conditions/q13071_a1307102.json
10,13071,1307103,Single,您对国内二次同人作品的购买力范围是？（单个作品，含手续费、运费等）,单价100RMB以内,4014,3836,3050,3053,520,3413,601,data_raw/cn_official/round_10/conditions/q13071_a1307103.json
10,13071,1307104,Single,您对国内二次同人作品的购买力范围是？（单个作品，含手续费、运费等）,单价150RMB以内,1768,1683,1329,1359,203,1441,327,data_raw/cn_official/round_10/conditions/q13071_a1307104.json
10,13071,1307105,Single,您对国内二次同人作品的购买力范围是？（单个作品，含手续费、运费等）,单价200RMB以内,2143,2062,1641,1690,272,1768,375,data_raw/cn_official/round_10/conditions/q13071_a1307105.json
10,13071,1307106,Single,您对国内二次同人作品的购买力范围是？（单个作品，含手续费、运费等）,单价200RMB以上,1884,1799,1398,1445,240,1550,334,data_raw/cn_official/round_10/conditions/q13071_a1307106.json
10,13081,1304102,Single,您购买过国外的二次同人作品吗？,购买过国外的二次同人作品,5623,5369,4241,4310,786,4655,968,data_raw/cn_official/round_10/conditions/q13081_a1304102.json
10,13081,1304103,Single,您购买过国外的二次同人作品吗？,没有购买过,13325,12665,9459,9513,1217,11248,2077,data_raw/cn_official/round_10/conditions/q13081_a1304103.json
10,13091,1309101,Multiple,您购买的国外二次同人作品类型为？,音乐/音声类,2854,2715,2245,2210,443,2367,487,data_raw/cn_official/round_10/conditions/q13091_a1309101.json
10,13091,1309102,Multiple,您购买的国外二次同人作品类型为？,漫画类,2487,2387,1895,1997,345,1921,566,data_raw/cn_official/round_10/conditions/q13091_a1309102.json
10,13091,1309103,Multiple,您购买的国外二次同人作品类型为？,插画类,1611,1538,1187,1252,218,1251,360,data_raw/cn_official/round_10/conditions/q13091_a1309103.json
10,13091,1309104,Multiple,您购买的国外二次同人作品类型为？,游戏类,2937,2821,2265,2263,471,2572,365,data_raw/cn_official/round_10/conditions/q13091_a1309104.json
10,13091,1309105,Multiple,您购买的国外二次同人作品类型为？,文字类,655,625,488,512,70,509,146,data_raw/cn_official/round_10/conditions/q13091_a1309105.json
10,13091,1309106,Multiple,您购买的国外二次同人作品类型为？,视频类,600,571,454,468,102,509,91,data_raw/cn_official/round_10/conditions/q13091_a1309106.json
10,13091,1309107,Multiple,您购买的国外二次同人作品类型为？,实体周边类,2060,1976,1587,1654,271,1649,411,data_raw/cn_official/round_10/conditions/q13091_a1309107.json
10,13091,1309108,Multiple,您购买的国外二次同人作品类型为？,服装饰品类,396,376,286,307,38,292,104,data_raw/cn_official/round_10/conditions/q13091_a1309108.json
10,13091,1309109,Multiple,您购买的国外二次同人作品类型为？,其它,310,289,232,240,35,258,52,data_raw/cn_official/round_10/conditions/q13091_a1309109.json
10,13101,1310101,Multiple,您购买国外二次同人作品的渠道为？,国内代理/正版引进,2952,2818,2261,2317,422,2438,514,data_raw/cn_official/round_10/conditions/q13101_a1310101.json
10,13101,1310102,Multiple,您购买国外二次同人作品的渠道为？,电子版/下载版,2531,2434,1975,1971,462,2206,325,data_raw/cn_official/round_10/conditions/q13101_a1310102.json
10,13101,1310103,Multiple,您购买国外二次同人作品的渠道为？,代购平台/代购店,2412,2285,1839,1888,330,1943,469,data_raw/cn_official/round_10/conditions/q13101_a1310103.json
10,13101,1310104,Multiple,您购买国外二次同人作品的渠道为？,网络邮购/转运,1682,1607,1261,1306,238,1331,351,data_raw/cn_official/round_10/conditions/q13101_a1310104.json
10,13101,1310105,Multiple,您购买国外二次同人作品的渠道为？,实地购买（展会/实体店等）,885,844,667,687,141,701,184,data_raw/cn_official/round_10/conditions/q13101_a1310105.json
10,13101,1310106,Multiple,您购买国外二次同人作品的渠道为？,委托朋友帮买,1025,966,761,791,129,795,230,data_raw/cn_official/round_10/conditions/q13101_a1310106.json
10,13101,1310107,Multiple,您购买国外二次同人作品的渠道为？,购买二手/他人转手,1053,1004,821,838,163,801,252,data_raw/cn_official/round_10/conditions/q13101_a1310107.json
10,13101,1310108,Multiple,您购买国外二次同人作品的渠道为？,其它,239,227,180,186,27,196,43,data_raw/cn_official/round_10/conditions/q13101_a1310108.json
10,13111,1311101,Single,您对国外二次同人作品的购买力范围是？（单个作品，含手续费、税费、运费等）,单价50RMB以内,422,399,281,282,49,353,69,data_raw/cn_official/round_10/conditions/q13111_a1311101.json
10,13111,1311102,Single,您对国外二次同人作品的购买力范围是？（单个作品，含手续费、税费、运费等）,单价100RMB以内,1202,1166,928,941,186,1026,176,data_raw/cn_official/round_10/conditions/q13111_a1311102.json
10,13111,1311103,Single,您对国外二次同人作品的购买力范围是？（单个作品，含手续费、税费、运费等）,单价150RMB以内,884,841,671,672,125,739,145,data_raw/cn_official/round_10/conditions/q13111_a1311103.json
10,13111,1311104,Single,您对国外二次同人作品的购买力范围是？（单个作品，含手续费、税费、运费等）,单价200RMB以内,986,939,768,785,147,795,191,data_raw/cn_official/round_10/conditions/q13111_a1311104.json
10,13111,1311105,Single,您对国外二次同人作品的购买力范围是？（单个作品，含手续费、税费、运费等）,单价300RMB以内,672,634,521,523,106,542,130,data_raw/cn_official/round_10/conditions/q13111_a1311105.json
10,13111,1311106,Single,您对国外二次同人作品的购买力范围是？（单个作品，含手续费、税费、运费等）,单价500RMB以内,588,561,443,468,70,487,101,data_raw/cn_official/round_10/conditions/q13111_a1311106.json
10,13111,1311107,Single,您对国外二次同人作品的购买力范围是？（单个作品，含手续费、税费、运费等）,单价500RMB以上,866,826,626,637,103,712,154,data_raw/cn_official/round_10/conditions/q13111_a1311107.json
10,13121,1312101,Multiple,阻碍您购买二次同人作品的原因是？,缺少购买国外二次创作的渠道,7764,7409,5795,5834,755,6494,1270,data_raw/cn_official/round_10/conditions/q13121_a1312101.json
10,13121,1312102,Multiple,阻碍您购买二次同人作品的原因是？,缺少购买国内二次创作的渠道,3063,2893,2152,2144,260,2625,438,data_raw/cn_official/round_10/conditions/q13121_a1312102.json
10,13121,1312103,Multiple,阻碍您购买二次同人作品的原因是？,不懂国外二次创作对应的外语,3828,3654,2828,2879,397,3181,647,data_raw/cn_official/round_10/conditions/q13121_a1312103.json
10,13121,1312104,Multiple,阻碍您购买二次同人作品的原因是？,价格过高,6827,6508,5076,5122,794,5762,1065,data_raw/cn_official/round_10/conditions/q13121_a1312104.json
10,13121,1312105,Multiple,阻碍您购买二次同人作品的原因是？,不感兴趣,2130,2015,1529,1506,287,1806,324,data_raw/cn_official/round_10/conditions/q13121_a1312105.json
10,13121,1312106,Multiple,阻碍您购买二次同人作品的原因是？,其它,3277,3113,2430,2402,411,2760,517,data_raw/cn_official/round_10/conditions/q13121_a1312106.json
10,13121,1312107,Multiple,阻碍您购买二次同人作品的原因是？,不存在阻碍，我想买啥买啥！,2886,2759,2009,2067,307,2394,492,data_raw/cn_official/round_10/conditions/q13121_a1312107.json
10,13131,1313101,Single,您在进行（任何形式、任何程度的）二次创作吗？,是，且有持续性的投入,2047,1942,1487,1564,276,1377,670,data_raw/cn_official/round_10/conditions/q13131_a1313101.json
10,13131,1313102,Single,您在进行（任何形式、任何程度的）二次创作吗？,是，偶尔进行,7008,6689,5249,5354,792,5515,1493,data_raw/cn_official/round_10/conditions/q13131_a1313102.json
10,13131,1313103,Single,您在进行（任何形式、任何程度的）二次创作吗？,否,9891,9400,6959,6901,936,9010,881,data_raw/cn_official/round_10/conditions/q13131_a1313103.json
10,13141,1314101,Single,您了解官方授权商业作品（归言录、弹幕神乐等）吗？,正在玩，并且有在游戏中消费,2034,1939,1482,1530,173,1702,332,data_raw/cn_official/round_10/conditions/q13141_a1314101.json
10,13141,1314102,Single,您了解官方授权商业作品（归言录、弹幕神乐等）吗？,正在玩，但没有在游戏中消费,3553,3411,2692,2718,367,2915,638,data_raw/cn_official/round_10/conditions/q13141_a1314102.json
10,13141,1314103,Single,您了解官方授权商业作品（归言录、弹幕神乐等）吗？,之前玩过，已经弃坑,5278,5042,3916,3903,585,4495,783,data_raw/cn_official/round_10/conditions/q13141_a1314103.json
10,13141,1314104,Single,您了解官方授权商业作品（归言录、弹幕神乐等）吗？,了解，但没在玩,7331,6977,5228,5261,833,6204,1127,data_raw/cn_official/round_10/conditions/q13141_a1314104.json
10,13141,1314105,Single,您了解官方授权商业作品（归言录、弹幕神乐等）吗？,不了解，没听说,750,662,377,407,46,586,164,data_raw/cn_official/round_10/conditions/q13141_a1314105.json
10,21011,2101101,Multiple,您在进行何种类型的二次创作？,音乐/音声类,2006,1920,1441,1431,234,1656,350,data_raw/cn_official/round_10/conditions/q21011_a2101101.json
10,21011,2101102,Multiple,您在进行何种类型的二次创作？,漫画类,1693,1613,1120,1266,120,1038,655,data_raw/cn_official/round_10/conditions/q21011_a2101102.json
10,21011,2101103,Multiple,您在进行何种类型的二次创作？,插画类,2812,2697,2048,2208,273,1594,1218,data_raw/cn_official/round_10/conditions/q21011_a2101103.json
10,21011,2101104,Multiple,您在进行何种类型的二次创作？,软件/游戏类,1446,1389,1047,1071,189,1230,216,data_raw/cn_official/round_10/conditions/q21011_a2101104.json
10,21011,2101105,Multiple,您在进行何种类型的二次创作？,文字类,2527,2429,1889,2023,345,1981,546,data_raw/cn_official/round_10/conditions/q21011_a2101105.json
10,21011,2101106,Multiple,您在进行何种类型的二次创作？,视频类,1880,1811,1415,1475,311,1566,314,data_raw/cn_official/round_10/conditions/q21011_a2101106.json
10,21011,2101107,Multiple,您在进行何种类型的二次创作？,实体周边类,550,520,380,416,53,366,184,data_raw/cn_official/round_10/conditions/q21011_a2101107.json
10,21011,2101108,Multiple,您在进行何种类型的二次创作？,服装饰品类,328,313,214,242,13,207,121,data_raw/cn_official/round_10/conditions/q21011_a2101108.json
10,21011,2101109,Multiple,您在进行何种类型的二次创作？,其它,1947,1875,1363,1394,181,1678,269,data_raw/cn_official/round_10/conditions/q21011_a2101109.json
10,21021,2102101,Multiple,在创作过程中，您的动力来源是？,表达对角色/音乐/作品的喜爱,6760,6523,5098,5309,858,4939,1821,data_raw/cn_official/round_10/conditions/q21021_a2102101.json
10,21021,2102102,Multiple,在创作过程中，您的动力来源是？,创作完成时的成就感,4212,4058,3245,3374,642,3212,1000,data_raw/cn_official/round_10/conditions/q21021_a2102102.json
10,21021,2102103,Multiple,在创作过程中，您的动力来源是？,观众对作品的反馈,2766,2660,2073,2219,415,2089,677,data_raw/cn_official/round_10/conditions/q21021_a2102103.json
10,21021,2102104,Multiple,在创作过程中，您的动力来源是？,其它创作者的支持与鼓励,1879,1811,1431,1520,278,1348,531,data_raw/cn_official/round_10/conditions/q21021_a2102104.json
10,21021,2102105,Multiple,在创作过程中，您的动力来源是？,通过创作作品来获取经济收益,575,553,404,431,80,432,143,data_raw/cn_official/round_10/conditions/q21021_a2102105.json
10,21021,2102106,Multiple,在创作过程中，您的动力来源是？,其它,1312,1263,930,976,148,1115,197,data_raw/cn_official/round_10/conditions/q21021_a2102106.json
10,21031,2103101,Input,在诸多支持您进行创作的因素中，最主要的是？,,0,0,0,0,0,0,0,data_raw/cn_official/round_10/conditions/q21031_a2103101.json
10,21041,2104101,Multiple,在创作过程中遇到过什么样的困难？,需要从其他事情上分时间和精力,4787,4606,3687,3815,692,3574,1213,data_raw/cn_official/round_10/conditions/q21041_a2104101.json
10,21041,2104102,Multiple,在创作过程中遇到过什么样的困难？,感到技术力不足,5747,5543,4405,4601,796,4220,1527,data_raw/cn_official/round_10/conditions/q21041_a2104102.json
10,21041,2104103,Multiple,在创作过程中遇到过什么样的困难？,难以维持自己的动力,2181,2095,1607,1688,283,1660,521,data_raw/cn_official/round_10/conditions/q21041_a2104103.json
10,21041,2104104,Multiple,在创作过程中遇到过什么样的困难？,疫情导致线下展会取消,514,482,341,372,50,364,150,data_raw/cn_official/round_10/conditions/q21041_a2104104.json
10,21041,2104105,Multiple,在创作过程中遇到过什么样的困难？,缺少好用的线上发布或销售渠道,595,563,409,439,59,417,178,data_raw/cn_official/round_10/conditions/q21041_a2104105.json
10,21041,2104106,Multiple,在创作过程中遇到过什么样的困难？,发布后缺乏关注无人问津,2250,2160,1696,1807,333,1592,658,data_raw/cn_official/round_10/conditions/q21041_a2104106.json
10,21041,2104107,Multiple,在创作过程中遇到过什么样的困难？,周边氛围对创作非常不友好,797,761,575,622,111,576,221,data_raw/cn_official/round_10/conditions/q21041_a2104107.json
10,21041,2104108,Multiple,在创作过程中遇到过什么样的困难？,经济上难以维持,986,945,707,743,123,735,251,data_raw/cn_official/round_10/conditions/q21041_a2104108.json
10,21041,2104109,Multiple,在创作过程中遇到过什么样的困难？,其它,1147,1106,783,824,107,951,196,data_raw/cn_official/round_10/conditions/q21041_a2104109.json
10,21051,2105101,Input,您认为在创作过程中遇到过的各种困难，可以如何得到改善？（如，印刷生产方面的建议和帮助、更好的同人作品发布平台，等等）,,0,0,0,0,0,0,0,data_raw/cn_official/round_10/conditions/q21051_a2105101.json
10,21061,2106101,Input,您认为您需要/希望获得来自平台方面的何种帮助？（如建立新的推荐作品的渠道等）（如果认为现在状况很好可以写现状很好）,,0,0,0,0,0,0,0,data_raw/cn_official/round_10/conditions/q21061_a2106101.json
10,21071,2107101,Single,基于线下的同人展会对您来说意义如何？,非常重要，是作品销量的大头所在,729,689,486,529,75,561,168,data_raw/cn_official/round_10/conditions/q21071_a2107101.json
10,21071,2107102,Single,基于线下的同人展会对您来说意义如何？,有一定的参展需求,2121,2023,1535,1637,247,1523,598,data_raw/cn_official/round_10/conditions/q21071_a2107102.json
10,21071,2107103,Single,基于线下的同人展会对您来说意义如何？,可有可无，随缘参加,3596,3470,2658,2772,441,2668,928,data_raw/cn_official/round_10/conditions/q21071_a2107103.json
10,21071,2107104,Single,基于线下的同人展会对您来说意义如何？,从不参加,1214,1171,896,924,168,942,272,data_raw/cn_official/round_10/conditions/q21071_a2107104.json
10,22011,2201101,Single,您玩过STG正作吗？,玩过,13488,13067,10886,10232,1626,11813,1675,data_raw/cn_official/round_10/conditions/q22011_a2201101.json
10,22011,2201102,Single,您玩过STG正作吗？,没玩过,1234,1185,796,838,71,1004,230,data_raw/cn_official/round_10/conditions/q22011_a2201102.json
10,22021,2202101,Single,您以什么为目标游玩STG？,我只想体验游戏流程和视听表现,6849,6630,5480,5222,789,5916,933,data_raw/cn_official/round_10/conditions/q22021_a2202101.json
10,22021,2202102,Single,您以什么为目标游玩STG？,我想通关游戏,4395,4274,3607,3362,558,3872,523,data_raw/cn_official/round_10/conditions/q22021_a2202102.json
10,22021,2202103,Single,您以什么为目标游玩STG？,我想挑战游戏的高难度,1885,1818,1520,1382,213,1703,182,data_raw/cn_official/round_10/conditions/q22021_a2202103.json
10,22021,2202104,Single,您以什么为目标游玩STG？,我想挑战游戏的neta挑战,248,241,205,189,50,228,20,data_raw/cn_official/round_10/conditions/q22021_a2202104.json
10,22021,2202105,Single,您以什么为目标游玩STG？,我想挑战游戏的最高得分,89,83,60,59,12,77,12,data_raw/cn_official/round_10/conditions/q22021_a2202105.json
10,22031,2203101,Single,您玩过旧作吗？,玩过且已有一部或以上的作品通关,2827,2727,2232,2107,365,2419,408,data_raw/cn_official/round_10/conditions/q22031_a2203101.json
10,22031,2203102,Single,您玩过旧作吗？,玩过,3076,2967,2391,2282,359,2618,458,data_raw/cn_official/round_10/conditions/q22031_a2203102.json
10,22031,2203103,Single,您玩过旧作吗？,没玩过,8788,8529,7038,6655,969,7756,1032,data_raw/cn_official/round_10/conditions/q22031_a2203103.json
10,22041,2204101,Single,您玩过FTG作（单人）吗？,玩过,10500,10197,8548,8095,1303,9259,1241,data_raw/cn_official/round_10/conditions/q22041_a2204101.json
10,22041,2204102,Single,您玩过FTG作（单人）吗？,没玩过,4173,4010,3100,2937,389,3520,653,data_raw/cn_official/round_10/conditions/q22041_a2204102.json
10,22051,2205101,Single,您以什么为目标游玩FTG？,我只想体验游戏流程和视听表现,5232,5076,4231,3985,665,4598,634,data_raw/cn_official/round_10/conditions/q22051_a2205101.json
10,22051,2205102,Single,您以什么为目标游玩FTG？,我想通关某部作品的某些路线,1424,1383,1118,1069,164,1237,187,data_raw/cn_official/round_10/conditions/q22051_a2205102.json
10,22051,2205103,Single,您以什么为目标游玩FTG？,我想通关某部作品的全部路线,1890,1842,1595,1531,257,1662,228,data_raw/cn_official/round_10/conditions/q22051_a2205103.json
10,22051,2205104,Single,您以什么为目标游玩FTG？,我想要磨练自己的游戏技术,1945,1887,1597,1504,216,1756,189,data_raw/cn_official/round_10/conditions/q22051_a2205104.json
10,22061,2206101,Single,您玩过FTG作（多人）吗？,玩过,4761,4615,3856,3688,602,4219,542,data_raw/cn_official/round_10/conditions/q22061_a2206101.json
10,22061,2206102,Single,您玩过FTG作（多人）吗？,没玩过,9893,9574,7778,7332,1089,8549,1344,data_raw/cn_official/round_10/conditions/q22061_a2206102.json
10,22071,2207101,Single,您的多人FTG对战情况是什么样的？,我与没什么游戏经验的朋友进行过联机对战,2115,2047,1708,1626,279,1885,230,data_raw/cn_official/round_10/conditions/q22071_a2207101.json
10,22071,2207102,Single,您的多人FTG对战情况是什么样的？,我与对游戏较为熟悉的玩家进行过对战,2142,2081,1749,1671,280,1890,252,data_raw/cn_official/round_10/conditions/q22071_a2207102.json
10,22071,2207103,Single,您的多人FTG对战情况是什么样的？,我与游戏水平较高的玩家进行过互有胜负的对战,442,429,353,345,39,393,49,data_raw/cn_official/round_10/conditions/q22071_a2207103.json
10,22071,2207104,Single,您的多人FTG对战情况是什么样的？,我在经常进行格斗对战的社交圈内处于顶尖水平,61,57,45,45,4,51,10,data_raw/cn_official/round_10/conditions/q22071_a2207104.json
10,22081,2208101,Single,您是否玩过《东方刚欲异闻》？,玩过,3999,3874,3242,3113,557,3524,475,data_raw/cn_official/round_10/conditions/q22081_a2208101.json
10,22081,2208102,Single,您是否玩过《东方刚欲异闻》？,没玩过,10636,10296,8377,7893,1132,9229,1407,data_raw/cn_official/round_10/conditions/q22081_a2208102.json
10,23011,2301101,Single,您是否（作为游客/摊主）参加过东方主题的线下活动？,是,2404,2318,1940,1924,444,2051,353,data_raw/cn_official/round_10/conditions/q23011_a2301101.json
10,23011,2301102,Single,您是否（作为游客/摊主）参加过东方主题的线下活动？,否,4507,4390,3653,3626,714,3905,602,data_raw/cn_official/round_10/conditions/q23011_a2301102.json
10,23021,2302101,Single,您2022年内是否（作为游客/摊主）参加过东方主题的线下活动？,是,696,669,539,536,104,574,122,data_raw/cn_official/round_10/conditions/q23021_a2302101.json
10,23021,2302102,Single,您2022年内是否（作为游客/摊主）参加过东方主题的线下活动？,否,1698,1640,1393,1381,340,1468,230,data_raw/cn_official/round_10/conditions/q23021_a2302102.json
10,23022,2302201,Multiple,您没有参加过展会的原因是？,想去的展会被取消,515,504,453,448,105,441,74,data_raw/cn_official/round_10/conditions/q23022_a2302201.json
10,23022,2302202,Multiple,您没有参加过展会的原因是？,没有时间,3098,3018,2576,2542,488,2690,408,data_raw/cn_official/round_10/conditions/q23022_a2302202.json
10,23022,2302203,Multiple,您没有参加过展会的原因是？,路费太贵,1332,1291,1103,1111,246,1156,176,data_raw/cn_official/round_10/conditions/q23022_a2302203.json
10,23022,2302204,Multiple,您没有参加过展会的原因是？,生活环境原因（如封校）,2422,2355,1993,1978,402,2123,299,data_raw/cn_official/round_10/conditions/q23022_a2302204.json
10,23022,2302205,Multiple,您没有参加过展会的原因是？,不知道线下展会的信息,1596,1554,1271,1274,218,1395,201,data_raw/cn_official/round_10/conditions/q23022_a2302205.json
10,23022,2302206,Multiple,您没有参加过展会的原因是？,其它,744,726,614,604,136,648,96,data_raw/cn_official/round_10/conditions/q23022_a2302206.json
10,23031,2303101,Single,在参加展会方面您是否受到了疫情的影响？,是,5014,4866,4071,4028,846,4331,683,data_raw/cn_official/round_10/conditions/q23031_a2303101.json
10,23031,2303102,Single,在参加展会方面您是否受到了疫情的影响？,否,1837,1787,1478,1481,308,1569,268,data_raw/cn_official/round_10/conditions/q23031_a2303102.json
10,23041,2304101,Single,您是否只考虑参加本地或附近地区的同人展？,仅参加本地或附近地区的展会,4691,4557,3790,3750,789,3996,695,data_raw/cn_official/round_10/conditions/q23041_a2304101.json
10,23041,2304102,Single,您是否只考虑参加本地或附近地区的同人展？,异地的展会也会去,2128,2064,1734,1738,361,1873,255,data_raw/cn_official/round_10/conditions/q23041_a2304102.json
10,23051,2305101,Single,您了解官方授权商业手游《东方LostWord（东方归言录）》吗？,正在玩，并且有在游戏中消费,875,843,701,701,106,757,118,data_raw/cn_official/round_10/conditions/q23051_a2305101.json
10,23051,2305102,Single,您了解官方授权商业手游《东方LostWord（东方归言录）》吗？,正在玩，但没有在游戏中消费,947,927,764,781,129,785,162,data_raw/cn_official/round_10/conditions/q23051_a2305102.json
10,23051,2305103,Single,您了解官方授权商业手游《东方LostWord（东方归言录）》吗？,之前玩过，已经弃坑,2127,2068,1740,1719,359,1835,292,data_raw/cn_official/round_10/conditions/q23051_a2305103.json
10,23051,2305104,Single,您了解官方授权商业手游《东方LostWord（东方归言录）》吗？,了解，但没在玩,2493,2424,2059,2031,504,2180,313,data_raw/cn_official/round_10/conditions/q23051_a2305104.json
10,23051,2305105,Single,您了解官方授权商业手游《东方LostWord（东方归言录）》吗？,不了解,380,361,262,258,53,314,66,data_raw/cn_official/round_10/conditions/q23051_a2305105.json
10,23071,2307101,Single,您了解官方授权商业手游《东方弹幕神乐》吗？,正在玩，并且有在游戏中消费,354,338,278,276,43,294,60,data_raw/cn_official/round_10/conditions/q23071_a2307101.json
10,23071,2307102,Single,您了解官方授权商业手游《东方弹幕神乐》吗？,正在玩，但没有在游戏中消费,1289,1263,1072,1075,224,1084,205,data_raw/cn_official/round_10/conditions/q23071_a2307102.json
10,23071,2307103,Single,您了解官方授权商业手游《东方弹幕神乐》吗？,之前玩过，已经弃坑,1384,1344,1158,1129,263,1218,166,data_raw/cn_official/round_10/conditions/q23071_a2307103.json
10,23071,2307104,Single,您了解官方授权商业手游《东方弹幕神乐》吗？,了解，但没在玩,2946,2864,2443,2403,528,2537,409,data_raw/cn_official/round_10/conditions/q23071_a2307104.json
10,23071,2307105,Single,您了解官方授权商业手游《东方弹幕神乐》吗？,不了解,828,795,558,592,89,720,108,data_raw/cn_official/round_10/conditions/q23071_a2307105.json
10,23091,2309101,Single,您是否了解其他几款商业授权手游作品（如东方大炮弹、东方DungeonDive、东方ArcadiaRecord等）？,十分了解,632,610,529,515,118,536,96,data_raw/cn_official/round_10/conditions/q23091_a2309101.json
10,23091,2309102,Single,您是否了解其他几款商业授权手游作品（如东方大炮弹、东方DungeonDive、东方ArcadiaRecord等）？,听闻过相关信息,5155,5024,4280,4226,915,4447,708,data_raw/cn_official/round_10/conditions/q23091_a2309102.json
10,23091,2309103,Single,您是否了解其他几款商业授权手游作品（如东方大炮弹、东方DungeonDive、东方ArcadiaRecord等）？,没听说过,515,490,340,363,47,449,66,data_raw/cn_official/round_10/conditions/q23091_a2309103.json
10,23091,2309104,Single,您是否了解其他几款商业授权手游作品（如东方大炮弹、东方DungeonDive、东方ArcadiaRecord等）？,不关注这些,498,479,359,370,67,421,77,data_raw/cn_official/round_10/conditions/q23091_a2309104.json
10,24011,2401101,Single,您是否购买过已经引进的正版简中出版物《东方人物名鉴 常世篇/宵暗篇》？,购买了两本,2479,2433,2111,2088,454,2180,299,data_raw/cn_official/round_10/conditions/q24011_a2401101.json
10,24011,2401102,Single,您是否购买过已经引进的正版简中出版物《东方人物名鉴 常世篇/宵暗篇》？,只购买了常世篇,458,446,357,359,63,394,64,data_raw/cn_official/round_10/conditions/q24011_a2401102.json
10,24011,2401103,Single,您是否购买过已经引进的正版简中出版物《东方人物名鉴 常世篇/宵暗篇》？,只购买了宵暗篇,553,536,437,431,89,461,92,data_raw/cn_official/round_10/conditions/q24011_a2401103.json
10,24011,2401104,Single,您是否购买过已经引进的正版简中出版物《东方人物名鉴 常世篇/宵暗篇》？,知晓但没有购买,5222,5051,3986,3973,726,4480,742,data_raw/cn_official/round_10/conditions/q24011_a2401104.json
10,24011,2401105,Single,您是否购买过已经引进的正版简中出版物《东方人物名鉴 常世篇/宵暗篇》？,未听说过,1735,1647,1063,1085,125,1535,200,data_raw/cn_official/round_10/conditions/q24011_a2401105.json
10,24021,2402101,Single,您是否购买过已经引进的正版简中出版物《东方文果真报》？,购买了,2433,2386,2001,2012,391,2109,324,data_raw/cn_official/round_10/conditions/q24021_a2402101.json
10,24021,2402102,Single,您是否购买过已经引进的正版简中出版物《东方文果真报》？,知晓但没有购买,6692,6484,5210,5141,981,5807,885,data_raw/cn_official/round_10/conditions/q24021_a2402102.json
10,24021,2402103,Single,您是否购买过已经引进的正版简中出版物《东方文果真报》？,未听说过,1238,1162,695,728,77,1059,179,data_raw/cn_official/round_10/conditions/q24021_a2402103.json
10,24031,2403101,Single,您认为现在的官中出版物定价如何？,合适,7927,7677,6092,6060,1153,6869,1058,data_raw/cn_official/round_10/conditions/q24031_a2403101.json
10,24031,2403102,Single,您认为现在的官中出版物定价如何？,定价偏高,2176,2108,1643,1653,274,1889,287,data_raw/cn_official/round_10/conditions/q24031_a2403102.json
