character_cn,character_jp,round21_rank,community_tags_cn,tag_status,source_path,source_scope,analysis_use
稗田阿求,稗田 阿求,79,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
幻月,幻月,80,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
吉吊八千慧,吉弔 八千慧,81,威严、腹黑、短发、角、龟甲、龙尾、组织领导人（黑帮老大）,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
森近霖之助,森近 霖之助,82,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
今泉影狼,今泉 影狼,83,狼人、兽耳、尾巴、变身、长裙、长指甲、长直、裸足、肉食系,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
星熊勇仪,星熊 勇儀,84,鬼、酒豪、独角、酒器、巨乳、豪爽、怪力、御姐、半透明长裙/浴衣、木屐、锁链、长直/单马尾,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
宇佐见堇子,宇佐見 菫子,85,女高中生、眼镜、披风、中二、下双马尾、爵士帽、连衣裙、手套、及膝袜,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
庭渡久侘歌,庭渡 久侘歌,86,翅膀、尾羽、女神、健忘、短发、连衣裙、领结、靴子、可食用,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
少名针妙丸,少名 針妙丸,87,掌上娘、萝莉、公主、贫乳、腹黑、毒舌、碗、刀剑、短发、和服、裸足,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
苏我屠自古,蘇我 屠自古,88,亡灵、电能力、连衣裙、冠帽、短发、人妻、真空、傲娇,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
奥野田美宵,奥野田 美宵,89,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
冈崎梦美,岡崎 夢美,90,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
宫出口瑞灵,宮出口瑞霊,91,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
堀川雷鼓,堀川 雷鼓,92,短发、卷发、非法御姐、伪郎、鼓手、乐团领队、巨乳、西装、领带、皮靴、电能力、酒豪,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
梅蒂欣·梅兰可莉,メディスン・メランコリー,93,萝莉、人偶、毒能力、哥特萝莉装、丝带、短发、金发碧眼、领结、泡泡袖、铃兰,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
绵月依姬,綿月 依姫,94,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
高丽野阿吽,高麗野あうん,95,卖萌、卷发、长发、角、木屐、短裤、猫嘴、尾巴,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
豫母都日狭美,豫母都 日狭美,96,旗袍、姬发式、长手套、靴子、御姐、头花、覆面、痴女、抖M、头饰、尾气、向导二设：吃货、跟踪狂,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
露娜切露德,ルナチャイルド,97,妖精、三人娘、多螺旋、栗子嘴、翅膀、万年萝莉、平地摔、连衣裙、领结、丝带、眼镜（看报纸时）,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
宫古芳香,宮古 芳香,98,僵尸、中国风格、短发、白色皮肤、领结、解放帽、符纸、死鱼眼、门卫、笨蛋、天然呆、健忘、巨乳、忠犬、大胃王,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
若鹭姬,わかさぎ姫,99,人鱼、和服、短发、多螺旋、鳍型耳朵、可食用、不穿内裤、巨乳,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
蕾蒂·霍瓦特洛克,レティ・ホワイトロック,100,短发、巨乳、灯笼裤、披风、胸针、长靴、有袜无鞋、雪女、冰能力,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
妖精（女仆妖精、向日葵妖精等）,妖精（メイド妖精・ひまわり妖精 他）,101,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
姬虫百百世,姫虫 百々世,102,蜈蚣娘、公主、矿工、镐、锹、乱发、长刘海、高额头、蝴蝶结、裸足、率直、狂气、吃人、长直、杀马特、特殊第一人称(注)日语为俺（おれ）,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
露娜萨·普莉兹姆利巴,ルナサ・プリズムリバー,103,音乐人、小提琴、三人娘、姐姐、老实、优等生、短发,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
日白残无,日白 残無,103,角、长发、短裤、灯笼裤、木屐、鬼、改变种族、破戒僧、谋士、长者、精神操控、特殊第一人称(注)日语为儂(わし),available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
先代巫女,先代巫女,105,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
秋穰子,秋 穣子,106,妹妹、元气、女神、连衣裙、裸足、农妇、葡萄头饰、木能力、短发、丰收之神,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
秋静叶,秋 静葉,107,姐姐、文静、女神、连衣裙、提裙子、枫叶发饰、枫叶裙摆、木能力（物理）、短发,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
梦月,夢月,108,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
寅丸星,寅丸 星,109,伪郎、挑染、飘带、尼姑、莲花头饰、矛、丢三落四,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
幽谷响子,幽谷 響子,110,短发、扫帚、兽耳、扫地僧、元气、大嗓门、歌姬、连衣裙、短发、尾巴,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
天火人血枪,天火人 ちやり,111,角、长发、卷发、尖耳朵、尾巴、文字衫、裸足、嗜血、宅女、试管、注射器、最强、火能力、血液操控、间谍,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
骊驹早鬼,驪駒 早鬼,112,中二、牛仔帽、翅膀、尾巴、长靴、过膝靴、燕尾服、领巾、组织领导人（黑帮老大）、肌肉笨蛋（与某人一样称呼）、双马尾,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
黑谷山女,黒谷 ヤマメ,113,蜘蛛娘、元气、钟形裙、蝴蝶结、丝带、发髻、疫病能力、工程师、偶像、吃人、路人、片假名名字,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
斯塔萨菲雅,スターサファイア,114,妖精、三人娘、腹黑、贤惠、黑长直、翅膀、万年萝莉、连衣裙、大蝴蝶结、领结、靴子,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
蓬莱人形封面的少女（夹克子）,蓬莱人形ジャケットイラストの娘,115,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
桑尼米尔克,サニーミルク,116,妖精、三人娘、元气、虎牙、翅膀、万年萝莉、连衣裙、双马尾、丝带、嗜睡,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
清兰,清蘭,117,兔娘、兔耳、兔尾、木锤、笨蛋、连衣裙、灯笼裤、有袜无鞋、泡泡袖、下双马尾、老板娘,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
云居一轮,雲居 一輪,118,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
冴月麟,C62サークルカットの娘,119,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
杖刀偶磨弓,杖刀偶 磨弓,120,人偶、军武娘、丸子头、兔耳结、灯笼裤、短发、泡泡袖、短靴、齐刘海、忠诚,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
豪德寺三花,豪徳寺 ミケ,121,超短裙、猫娘、猫耳、猫尾、项圈、铃铛、裸足、挑染、不悯、短发,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
卡娜·安娜贝拉尔,カナ・アナベラル,122,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
丁礼田舞,丁礼田舞,123,舞姬、长鬓角、风折乌帽、冒失、腹黑、连衣裙、大蝴蝶结、及膝袜、舞鞋、仆娘、伪娘,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
九十九弁弁,九十九 弁々,124,姐姐、音乐人、琵琶、下双马尾、裸足、花型发饰、连衣裙、锁链,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
梅露兰·普莉兹姆利巴,メルラン・プリズムリバー,125,音乐人、小号、三人娘、妹妹、姐姐、狂躁症、卷发、短发,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
爱丽丝的人偶（上海、蓬莱、大江户等）,アリスの人形（上海、蓬莱、大江戸 他）,126,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
爱塔妮缇拉尔瓦,エタニティラルバ,127,蝶翼、触角、短发、万年萝莉、连衣裙、草叶冠、裸足,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
三头慧之子,三頭 慧ノ子,128,双色发、挑染、短发、犬耳、犬娘、尾巴、三尾、虎牙、露肩装、捕兽夹手环、吊坠、裸足、脚环、白发红眼、吃人、间谍、萝莉老太婆,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
尔子田里乃,爾子田里乃,129,舞姬、长鬓角、风折乌帽、连衣裙、大蝴蝶结、及膝袜、舞鞋,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
胡桃,くるみ,130,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
影华扇（断善修恶的怪臂 - 茨木童子之臂）,影華扇（断善修悪の怪腕 - 茨木童子の腕）,131,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
莉莉卡·普莉兹姆利巴,リリカ・プリズムリバー,132,音乐人、电子琴、三人娘、妹妹、狡猾、腹黑、短发、姐姐,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
封兽魑魅,封獣 チミ,133,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
无名的读书妖怪（朱鹭子）,名無しの本読み妖怪,134,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
梦子,夢子,135,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
孙美天,孫 美天,136,猴娘、中国风格、棍棒、试管、金箍、下双马尾、分离袖子、手环、无袖连衣裙、裸足、尾巴、吃货、妄想、间谍,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
铃瑚,鈴瑚,137,兔娘、兔耳、吃货、大胃王、正莉、露脐装、裸足、ZUN帽、短发、灯笼裤、老板娘,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
铃仙二号,レイセン,138,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
北白河千百合,北白河 ちゆり,139,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
易者,易者,140,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
坂田合欢,坂田ネムノ,141,巨乳、柴刀、露腋、袖套、长发、裸足、第一人称Uchi、片假名名字、母爱,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
萨丽爱尔,サリエル,142,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
矢田寺成美,矢田寺成美,143,双麻花辫、合掌、斗笠、长耳垂、栗子嘴、家里蹲、天然呆、连衣裙,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
九十九八桥,九十九 八橋,144,妹妹、音乐人、元气、无铁炮、短发、裸足、发箍、大蝴蝶结,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
戎璎花,戎 瓔花,145,萝莉、婴儿、不悯、长耳垂、棕色皮肤、下双马尾、裸足、泡泡袖、毒舌,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
山城高岭,山城 たかね,146,迷彩装、背包、商人、贝雷帽、绿帽子、靴子、钥匙、卷发、中长发、木能力、高岭之花,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
爱莲,エレン,147,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
玉造魅须丸,玉造 魅須丸,148,女神、长者、短发、大玉、裸足、工匠、新手引导角色,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
艾丽,エリー,149,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
依莉斯,エリス,150,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
琪斯美,キスメ,151,萝莉、双马尾、吊桶、和服、发珠、路人、腹黑、吃人,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
驹草山如,駒草 山如,152,抽烟、烟管、老板娘、高马尾、发带、扇子、木屐、门番、中分、进气口发型,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
舞,マイ,153,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
矜羯罗,コンガラ,154,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
魂魄妖忌,魂魄 妖忌,155,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
雪,ユキ,156,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
留琴,るーこと,157,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
蓬莱人形碟面的少女（Label子）,蓬莱人形レーベルイラストの娘,158,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
牛崎润美,牛崎 潤美,159,卷发、巨乳、阴阳发、短发、露脐装、兽耳、斜刘海、木屐、尾巴、牛鬼、角、母爱,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
小兔姬,小兎姫,160,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
奥莲姬,オレンジ,161,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
明罗,明羅,162,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
尘塚姥芽,塵塚 ウバメ,163,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
里香,里香,164,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
朝仓理香子,朝倉 理香子,165,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
抗抑郁药大叔（长相酷似周杰伦的村民）,抗鬱薬おじさん,166,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
幽幻魔眼,ユウゲンマガン,167,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
云山,雲山,168,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
玄爷,玄爺,169,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
神玉,シンギョク,170,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
飞碟（红、蓝、绿、其他）,UFO（赤・青・緑、その他）,171,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
蕾拉·普莉兹姆利巴,レイラ・プリズムリバー,171,妹妹、未登场角色,available_legacy_snapshot,Character_tag.xlsx,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
毛玉,毛玉,173,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
水獭灵,カワウソ霊,174,,out_of_scope_no_thbwiki_index,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,研究范围外；仅在完整投票结果中保留，不继续补角色资料。
大鲶鱼,大ナマズ,174,,not_available_in_legacy_snapshot,,中文社区百科标签/萌点旧快照；混合外观、梗、昵称和二创，非官方设定。,只用于检索扩展、梗候选和二设误读审计；不能自动写入一设，也不能视为角色人气。
