platform,round,component,component_label,status,observed_records,expected_records,record_unit,status_basis,evidence,note
JP,18,associations_covote,关联/共投,available_crawled,37857,,normalized_rows,processed_table,metadata/jp_official_download_manifest.json;metadata/jp_official_normalization_report.json;data_processed/jp_official/detail_associations.csv,逐实体关联明细 37857 行。
JP,18,condition_rankings,条件榜,not_applicable,0,0,condition_files,interface_scope,metadata/jp_official_download_manifest.json,JP 逐实体关联页不等同于 CN 现代站的任意问卷选项条件榜。
JP,18,open_text,开放文本,pending,0,,feedback_responses,incomplete_or_unverified,data_processed/jp_official/questionnaire_feedback_counts.csv;metadata/jp_official_download_manifest.json,当前 processed/manifest 未证明该回开放反馈完整抓取，保守记 pending。
JP,19,main_rankings,主榜,available_crawled,869,,normalized_rows,processed_table,metadata/jp_official_normalization_report.json;data_processed/jp_official/rankings.csv,官网现站规范化主榜 869 行。
JP,19,questionnaire_definitions,问卷定义,available_crawled,12,,question_keys,processed_table,metadata/jp_official_normalization_report.json;data_processed/jp_official/questionnaire_long.csv,アンケート模块含 12 个 question_key。
JP,19,questionnaire_results,问卷结果,available_crawled,272,,normalized_rows,processed_table,metadata/jp_official_normalization_report.json;data_processed/jp_official/questionnaire_long.csv,アンケート结果长表 272 行。
JP,19,questionnaire_trends,问卷趋势,not_applicable,0,0,series,interface_scope,metadata/jp_official_download_manifest.json,JP 现站模块没有与 CN 现代接口按小时趋势表同构的公开组件。
JP,19,entity_questionnaire_details,实体问卷明细,available_crawled,39745,,normalized_rows,processed_table,metadata/jp_official_download_manifest.json;metadata/jp_official_normalization_report.json;data_processed/jp_official/detail_questionnaire_long.csv,逐实体问卷明细 39745 行。
JP,19,associations_covote,关联/共投,available_crawled,38922,,normalized_rows,processed_table,metadata/jp_official_download_manifest.json;metadata/jp_official_normalization_report.json;data_processed/jp_official/detail_associations.csv,逐实体关联明细 38922 行。
JP,19,condition_rankings,条件榜,not_applicable,0,0,condition_files,interface_scope,metadata/jp_official_download_manifest.json,JP 逐实体关联页不等同于 CN 现代站的任意问卷选项条件榜。
JP,19,open_text,开放文本,available_crawled,3902,,feedback_responses,processed_table,data_processed/jp_official/questionnaire_feedback_counts.csv;metadata/jp_official_download_manifest.json,官方 questionnaire feedback 数组记录 3902 个回答；规范化表保存回答数。
JP,20,main_rankings,主榜,available_crawled,875,,normalized_rows,processed_table,metadata/jp_official_normalization_report.json;data_processed/jp_official/rankings.csv,官网现站规范化主榜 875 行。
JP,20,questionnaire_definitions,问卷定义,available_crawled,15,,question_keys,processed_table,metadata/jp_official_normalization_report.json;data_processed/jp_official/questionnaire_long.csv,アンケート模块含 15 个 question_key。
JP,20,questionnaire_results,问卷结果,available_crawled,319,,normalized_rows,processed_table,metadata/jp_official_normalization_report.json;data_processed/jp_official/questionnaire_long.csv,アンケート结果长表 319 行。
JP,20,questionnaire_trends,问卷趋势,not_applicable,0,0,series,interface_scope,metadata/jp_official_download_manifest.json,JP 现站模块没有与 CN 现代接口按小时趋势表同构的公开组件。
JP,20,entity_questionnaire_details,实体问卷明细,available_crawled,40035,,normalized_rows,processed_table,metadata/jp_official_download_manifest.json;metadata/jp_official_normalization_report.json;data_processed/jp_official/detail_questionnaire_long.csv,逐实体问卷明细 40035 行。
JP,20,associations_covote,关联/共投,available_crawled,39292,,normalized_rows,processed_table,metadata/jp_official_download_manifest.json;metadata/jp_official_normalization_report.json;data_processed/jp_official/detail_associations.csv,逐实体关联明细 39292 行。
JP,20,condition_rankings,条件榜,not_applicable,0,0,condition_files,interface_scope,metadata/jp_official_download_manifest.json,JP 逐实体关联页不等同于 CN 现代站的任意问卷选项条件榜。
JP,20,open_text,开放文本,available_crawled,4386,,feedback_responses,processed_table,data_processed/jp_official/questionnaire_feedback_counts.csv;metadata/jp_official_download_manifest.json,官方 questionnaire feedback 数组记录 4386 个回答；规范化表保存回答数。
JP,21,main_rankings,主榜,available_crawled,889,,normalized_rows,processed_table,metadata/jp_official_normalization_report.json;data_processed/jp_official/rankings.csv,官网现站规范化主榜 889 行。
JP,21,questionnaire_definitions,问卷定义,available_crawled,20,,question_keys,processed_table,metadata/jp_official_normalization_report.json;data_processed/jp_official/questionnaire_long.csv,アンケート模块含 20 个 question_key。
JP,21,questionnaire_results,问卷结果,available_crawled,350,,normalized_rows,processed_table,metadata/jp_official_normalization_report.json;data_processed/jp_official/questionnaire_long.csv,アンケート结果长表 350 行。
JP,21,questionnaire_trends,问卷趋势,not_applicable,0,0,series,interface_scope,metadata/jp_official_download_manifest.json,JP 现站模块没有与 CN 现代接口按小时趋势表同构的公开组件。
JP,21,entity_questionnaire_details,实体问卷明细,available_crawled,40665,,normalized_rows,processed_table,metadata/jp_official_download_manifest.json;metadata/jp_official_normalization_report.json;data_processed/jp_official/detail_questionnaire_long.csv,逐实体问卷明细 40665 行。
JP,21,associations_covote,关联/共投,available_crawled,39953,,normalized_rows,processed_table,metadata/jp_official_download_manifest.json;metadata/jp_official_normalization_report.json;data_processed/jp_official/detail_associations.csv,逐实体关联明细 39953 行。
JP,21,condition_rankings,条件榜,not_applicable,0,0,condition_files,interface_scope,metadata/jp_official_download_manifest.json,JP 逐实体关联页不等同于 CN 现代站的任意问卷选项条件榜。
JP,21,open_text,开放文本,available_crawled,4229,,feedback_responses,processed_table,data_processed/jp_official/questionnaire_feedback_counts.csv;metadata/jp_official_download_manifest.json,官方 questionnaire feedback 数组记录 4229 个回答；规范化表保存回答数。
JP,22,main_rankings,主榜,available_crawled,910,,normalized_rows,processed_table,metadata/jp_official_normalization_report.json;data_processed/jp_official/rankings.csv,官网现站规范化主榜 910 行。
JP,22,questionnaire_definitions,问卷定义,available_crawled,11,,question_keys,processed_table,metadata/jp_official_normalization_report.json;data_processed/jp_official/questionnaire_long.csv,アンケート模块含 11 个 question_key。
JP,22,questionnaire_results,问卷结果,available_crawled,309,,normalized_rows,processed_table,metadata/jp_official_normalization_report.json;data_processed/jp_official/questionnaire_long.csv,アンケート结果长表 309 行。
JP,22,questionnaire_trends,问卷趋势,not_applicable,0,0,series,interface_scope,metadata/jp_official_download_manifest.json,JP 现站模块没有与 CN 现代接口按小时趋势表同构的公开组件。
JP,22,entity_questionnaire_details,实体问卷明细,available_crawled,39564,,normalized_rows,processed_table,metadata/jp_official_download_manifest.json;metadata/jp_official_normalization_report.json;data_processed/jp_official/detail_questionnaire_long.csv,逐实体问卷明细 39564 行。
JP,22,associations_covote,关联/共投,available_crawled,40849,,normalized_rows,processed_table,metadata/jp_official_download_manifest.json;metadata/jp_official_normalization_report.json;data_processed/jp_official/detail_associations.csv,逐实体关联明细 40849 行。
JP,22,condition_rankings,条件榜,not_applicable,0,0,condition_files,interface_scope,metadata/jp_official_download_manifest.json,JP 逐实体关联页不等同于 CN 现代站的任意问卷选项条件榜。
JP,22,open_text,开放文本,available_crawled,5085,,feedback_responses,processed_table,data_processed/jp_official/questionnaire_feedback_counts.csv;metadata/jp_official_download_manifest.json,官方 questionnaire feedback 数组记录 5085 个回答；规范化表保存回答数。
CN,1,main_rankings,主榜,available_crawled,16,16,official_summary_pages,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,汇总页 16/16；任一应抓部门失败都会保留为 fetch_failed。
CN,1,questionnaire_definitions,问卷定义,available_crawled,1,1,official_questionnaire_page,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,paper 问卷状态为 available_crawled；抓取组/页 1/1。
CN,1,questionnaire_results,问卷结果,available_crawled,1,1,official_questionnaire_page,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,paper 问卷状态为 available_crawled；抓取组/页 1/1。
CN,1,questionnaire_trends,问卷趋势,official_not_offered,0,0,series,explicit_metadata+interface_probe,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json;metadata/cn_component_verification.json,CN1–4 raw 页面及元数据均没有 votedate/votesex/votegeo/votepaper 旧版接口标记。
CN,1,entity_questionnaire_details,实体问卷明细,official_not_offered,0,0,per_entity_votepaper_json,explicit_metadata+interface_probe,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json;metadata/cn_component_verification.json,CN1–4 raw 页面及元数据均没有 votedate/votesex/votegeo/votepaper 旧版接口标记。
CN,1,associations_covote,关联/共投,official_not_offered,0,,crossvote_categories,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,crossvote 类别状态合并为 official_not_offered；默认公开参数成功类别 0。
CN,1,condition_rankings,条件榜,not_applicable,0,0,condition_files,interface_scope,metadata/cn_official_legacy_coverage.json,CN1—9 legacy 接口没有与 CN10—11 全问卷选项条件榜同构的组件。
CN,1,open_text,开放文本,pending,0,,answers,incomplete_or_unverified,metadata/cn_official_legacy_coverage.json,现有 legacy coverage 未单列开放回答正文覆盖；没有证据时保守记 pending。
CN,2,main_rankings,主榜,available_crawled,16,16,official_summary_pages,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,汇总页 16/16；任一应抓部门失败都会保留为 fetch_failed。
CN,2,questionnaire_definitions,问卷定义,available_crawled,1,1,official_questionnaire_page,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,paper 问卷状态为 available_crawled；抓取组/页 1/1。
CN,2,questionnaire_results,问卷结果,available_crawled,1,1,official_questionnaire_page,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,paper 问卷状态为 available_crawled；抓取组/页 1/1。
CN,2,questionnaire_trends,问卷趋势,official_not_offered,0,0,series,explicit_metadata+interface_probe,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json;metadata/cn_component_verification.json,CN1–4 raw 页面及元数据均没有 votedate/votesex/votegeo/votepaper 旧版接口标记。
CN,2,entity_questionnaire_details,实体问卷明细,official_not_offered,0,0,per_entity_votepaper_json,explicit_metadata+interface_probe,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json;metadata/cn_component_verification.json,CN1–4 raw 页面及元数据均没有 votedate/votesex/votegeo/votepaper 旧版接口标记。
CN,2,associations_covote,关联/共投,official_not_offered,0,,crossvote_categories,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,crossvote 类别状态合并为 official_not_offered；默认公开参数成功类别 0。
CN,2,condition_rankings,条件榜,not_applicable,0,0,condition_files,interface_scope,metadata/cn_official_legacy_coverage.json,CN1—9 legacy 接口没有与 CN10—11 全问卷选项条件榜同构的组件。
CN,2,open_text,开放文本,pending,0,,answers,incomplete_or_unverified,metadata/cn_official_legacy_coverage.json,现有 legacy coverage 未单列开放回答正文覆盖；没有证据时保守记 pending。
CN,3,main_rankings,主榜,available_crawled,16,16,official_summary_pages,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,汇总页 16/16；任一应抓部门失败都会保留为 fetch_failed。
CN,3,questionnaire_definitions,问卷定义,available_crawled,1,1,official_questionnaire_page,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,paper 问卷状态为 available_crawled；抓取组/页 1/1。
CN,3,questionnaire_results,问卷结果,available_crawled,1,1,official_questionnaire_page,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,paper 问卷状态为 available_crawled；抓取组/页 1/1。
CN,3,questionnaire_trends,问卷趋势,official_not_offered,0,0,series,explicit_metadata+interface_probe,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json;metadata/cn_component_verification.json,CN1–4 raw 页面及元数据均没有 votedate/votesex/votegeo/votepaper 旧版接口标记。
CN,3,entity_questionnaire_details,实体问卷明细,official_not_offered,0,0,per_entity_votepaper_json,explicit_metadata+interface_probe,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json;metadata/cn_component_verification.json,CN1–4 raw 页面及元数据均没有 votedate/votesex/votegeo/votepaper 旧版接口标记。
CN,3,associations_covote,关联/共投,official_not_offered,0,,crossvote_categories,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,crossvote 类别状态合并为 official_not_offered；默认公开参数成功类别 0。
CN,3,condition_rankings,条件榜,not_applicable,0,0,condition_files,interface_scope,metadata/cn_official_legacy_coverage.json,CN1—9 legacy 接口没有与 CN10—11 全问卷选项条件榜同构的组件。
CN,3,open_text,开放文本,pending,0,,answers,incomplete_or_unverified,metadata/cn_official_legacy_coverage.json,现有 legacy coverage 未单列开放回答正文覆盖；没有证据时保守记 pending。
CN,4,main_rankings,主榜,available_crawled,17,17,official_summary_pages,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,汇总页 17/17；任一应抓部门失败都会保留为 fetch_failed。
CN,4,questionnaire_definitions,问卷定义,available_crawled,1,1,official_questionnaire_page,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,paper 问卷状态为 available_crawled；抓取组/页 1/1。
CN,4,questionnaire_results,问卷结果,available_crawled,1,1,official_questionnaire_page,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,paper 问卷状态为 available_crawled；抓取组/页 1/1。
CN,4,questionnaire_trends,问卷趋势,official_not_offered,0,0,series,explicit_metadata+interface_probe,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json;metadata/cn_component_verification.json,CN1–4 raw 页面及元数据均没有 votedate/votesex/votegeo/votepaper 旧版接口标记。
CN,4,entity_questionnaire_details,实体问卷明细,official_not_offered,0,0,per_entity_votepaper_json,explicit_metadata+interface_probe,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json;metadata/cn_component_verification.json,CN1–4 raw 页面及元数据均没有 votedate/votesex/votegeo/votepaper 旧版接口标记。
CN,4,associations_covote,关联/共投,official_not_offered,0,,crossvote_categories,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,crossvote 类别状态合并为 official_not_offered；默认公开参数成功类别 0。
CN,4,condition_rankings,条件榜,not_applicable,0,0,condition_files,interface_scope,metadata/cn_official_legacy_coverage.json,CN1—9 legacy 接口没有与 CN10—11 全问卷选项条件榜同构的组件。
CN,4,open_text,开放文本,pending,0,,answers,incomplete_or_unverified,metadata/cn_official_legacy_coverage.json,现有 legacy coverage 未单列开放回答正文覆盖；没有证据时保守记 pending。
CN,5,main_rankings,主榜,available_crawled,14,14,official_summary_pages,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,汇总页 14/14；任一应抓部门失败都会保留为 fetch_failed。
CN,5,questionnaire_definitions,问卷定义,available_crawled,4,4,official_questionnaire_groups,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,paper 问卷状态为 available_crawled；抓取组/页 4/4。
CN,5,questionnaire_results,问卷结果,available_crawled,4,4,official_questionnaire_groups,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,paper 问卷状态为 available_crawled；抓取组/页 4/4。
CN,5,questionnaire_trends,问卷趋势,available_crawled,1998,1998,series,offline_raw_verification,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json;metadata/cn_component_verification.json,四类逐实体问卷接口文件数量与 coverage metadata 完全一致，且全部 JSON 可解析。
CN,5,entity_questionnaire_details,实体问卷明细,available_crawled,1998,1998,per_entity_votepaper_json,offline_raw_verification,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json;metadata/cn_component_verification.json,四类逐实体问卷接口文件数量与 coverage metadata 完全一致，且全部 JSON 可解析。
CN,5,associations_covote,关联/共投,official_not_offered,0,,crossvote_categories,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,crossvote 类别状态合并为 official_not_offered；默认公开参数成功类别 0。
CN,5,condition_rankings,条件榜,not_applicable,0,0,condition_files,interface_scope,metadata/cn_official_legacy_coverage.json,CN1—9 legacy 接口没有与 CN10—11 全问卷选项条件榜同构的组件。
CN,5,open_text,开放文本,pending,0,,answers,incomplete_or_unverified,metadata/cn_official_legacy_coverage.json,现有 legacy coverage 未单列开放回答正文覆盖；没有证据时保守记 pending。
CN,6,main_rankings,主榜,available_crawled,15,15,official_summary_pages,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,汇总页 15/15；任一应抓部门失败都会保留为 fetch_failed。
CN,6,questionnaire_definitions,问卷定义,available_crawled,5,5,official_questionnaire_groups,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,paper 问卷状态为 available_crawled；抓取组/页 5/5。
CN,6,questionnaire_results,问卷结果,available_crawled,5,5,official_questionnaire_groups,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,paper 问卷状态为 available_crawled；抓取组/页 5/5。
CN,6,questionnaire_trends,问卷趋势,available_crawled,2082,2082,series,offline_raw_verification,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json;metadata/cn_component_verification.json,四类逐实体问卷接口文件数量与 coverage metadata 完全一致，且全部 JSON 可解析。
CN,6,entity_questionnaire_details,实体问卷明细,available_crawled,2082,2082,per_entity_votepaper_json,offline_raw_verification,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json;metadata/cn_component_verification.json,四类逐实体问卷接口文件数量与 coverage metadata 完全一致，且全部 JSON 可解析。
CN,6,associations_covote,关联/共投,official_not_offered,0,,crossvote_categories,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,crossvote 类别状态合并为 official_not_offered；默认公开参数成功类别 0。
CN,6,condition_rankings,条件榜,not_applicable,0,0,condition_files,interface_scope,metadata/cn_official_legacy_coverage.json,CN1—9 legacy 接口没有与 CN10—11 全问卷选项条件榜同构的组件。
CN,6,open_text,开放文本,pending,0,,answers,incomplete_or_unverified,metadata/cn_official_legacy_coverage.json,现有 legacy coverage 未单列开放回答正文覆盖；没有证据时保守记 pending。
CN,7,main_rankings,主榜,available_crawled,15,15,official_summary_pages,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,汇总页 15/15；任一应抓部门失败都会保留为 fetch_failed。
CN,7,questionnaire_definitions,问卷定义,available_crawled,5,5,official_questionnaire_groups,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,paper 问卷状态为 available_crawled；抓取组/页 5/5。
CN,7,questionnaire_results,问卷结果,available_crawled,5,5,official_questionnaire_groups,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,paper 问卷状态为 available_crawled；抓取组/页 5/5。
CN,7,questionnaire_trends,问卷趋势,available_crawled,2054,2054,series,offline_raw_verification,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json;metadata/cn_component_verification.json,四类逐实体问卷接口文件数量与 coverage metadata 完全一致，且全部 JSON 可解析。
CN,7,entity_questionnaire_details,实体问卷明细,available_crawled,2054,2054,per_entity_votepaper_json,offline_raw_verification,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json;metadata/cn_component_verification.json,四类逐实体问卷接口文件数量与 coverage metadata 完全一致，且全部 JSON 可解析。
CN,7,associations_covote,关联/共投,official_not_offered,0,,crossvote_categories,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,crossvote 类别状态合并为 official_not_offered；默认公开参数成功类别 0。
CN,7,condition_rankings,条件榜,not_applicable,0,0,condition_files,interface_scope,metadata/cn_official_legacy_coverage.json,CN1—9 legacy 接口没有与 CN10—11 全问卷选项条件榜同构的组件。
CN,7,open_text,开放文本,pending,0,,answers,incomplete_or_unverified,metadata/cn_official_legacy_coverage.json,现有 legacy coverage 未单列开放回答正文覆盖；没有证据时保守记 pending。
CN,8,main_rankings,主榜,available_crawled,21,21,official_summary_pages,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,汇总页 21/21；任一应抓部门失败都会保留为 fetch_failed。
CN,8,questionnaire_definitions,问卷定义,available_crawled,5,5,official_questionnaire_groups,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,paper 问卷状态为 available_crawled；抓取组/页 5/5。
CN,8,questionnaire_results,问卷结果,available_crawled,5,5,official_questionnaire_groups,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,paper 问卷状态为 available_crawled；抓取组/页 5/5。
CN,8,questionnaire_trends,问卷趋势,available_crawled,2037,2037,series,offline_raw_verification,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json;metadata/cn_component_verification.json,四类逐实体问卷接口文件数量与 coverage metadata 完全一致，且全部 JSON 可解析。
CN,8,entity_questionnaire_details,实体问卷明细,available_crawled,2037,2037,per_entity_votepaper_json,offline_raw_verification,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json;metadata/cn_component_verification.json,四类逐实体问卷接口文件数量与 coverage metadata 完全一致，且全部 JSON 可解析。
CN,8,associations_covote,关联/共投,available_crawled,2,,crossvote_categories,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,crossvote 类别状态合并为 available_crawled；默认公开参数成功类别 2。
CN,8,condition_rankings,条件榜,not_applicable,0,0,condition_files,interface_scope,metadata/cn_official_legacy_coverage.json,CN1—9 legacy 接口没有与 CN10—11 全问卷选项条件榜同构的组件。
CN,8,open_text,开放文本,pending,0,,answers,incomplete_or_unverified,metadata/cn_official_legacy_coverage.json,现有 legacy coverage 未单列开放回答正文覆盖；没有证据时保守记 pending。
CN,9,main_rankings,主榜,available_crawled,19,19,official_summary_pages,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,汇总页 19/19；任一应抓部门失败都会保留为 fetch_failed。
CN,9,questionnaire_definitions,问卷定义,available_crawled,5,5,official_questionnaire_groups,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,paper 问卷状态为 available_crawled；抓取组/页 5/5。
CN,9,questionnaire_results,问卷结果,available_crawled,5,5,official_questionnaire_groups,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,paper 问卷状态为 available_crawled；抓取组/页 5/5。
CN,9,questionnaire_trends,问卷趋势,available_crawled,2263,2263,series,offline_raw_verification,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json;metadata/cn_component_verification.json,四类逐实体问卷接口文件数量与 coverage metadata 完全一致，且全部 JSON 可解析。
CN,9,entity_questionnaire_details,实体问卷明细,available_crawled,2263,2263,per_entity_votepaper_json,offline_raw_verification,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json;metadata/cn_component_verification.json,四类逐实体问卷接口文件数量与 coverage metadata 完全一致，且全部 JSON 可解析。
CN,9,associations_covote,关联/共投,available_crawled,2,,crossvote_categories,explicit_metadata,metadata/cn_official_legacy_coverage.json;metadata/cn_official_legacy_validation.json,crossvote 类别状态合并为 available_crawled；默认公开参数成功类别 2。
CN,9,condition_rankings,条件榜,not_applicable,0,0,condition_files,interface_scope,metadata/cn_official_legacy_coverage.json,CN1—9 legacy 接口没有与 CN10—11 全问卷选项条件榜同构的组件。
CN,9,open_text,开放文本,pending,0,,answers,incomplete_or_unverified,metadata/cn_official_legacy_coverage.json,现有 legacy coverage 未单列开放回答正文覆盖；没有证据时保守记 pending。
CN,10,main_rankings,主榜,available_crawled,1624,,normalized_rows,processed_table,metadata/cn_modern_coverage.json;metadata/cn_official_normalization_report.json;data_processed/cn_official/rankings.csv,规范化主榜 1624 行；未出现的届次保守记 pending。
CN,10,questionnaire_definitions,问卷定义,available_crawled,111,111,questions,processed_table,metadata/cn_modern_coverage.json;metadata/cn_official_normalization_report.json;data_processed/cn_official/questionnaire_questions.csv;data_processed/cn_official/questionnaire_options.csv,题目 111/111，选项 390/390。
CN,10,questionnaire_results,问卷结果,available_crawled,387,,normalized_option_rows,processed_table,metadata/cn_modern_coverage.json;metadata/cn_official_normalization_report.json;data_processed/cn_official/questionnaire_long.csv,分类题结果覆盖 74/74 题，共 387 个选项行。
CN,10,questionnaire_trends,问卷趋势,available_crawled,34802,,time_series_rows,processed_table,metadata/cn_modern_coverage.json;metadata/cn_official_normalization_report.json;data_processed/cn_official/questionnaire_trends.csv.gz,问卷趋势长表 34802 行。
CN,10,entity_questionnaire_details,实体问卷明细,available_crawled,834,834,normalized_rows,offline_raw_verification,metadata/cn_modern_coverage.json;metadata/cn_official_normalization_report.json;metadata/cn_component_verification.json,每个角色/曲目实体的 queryQuestionnaire 过滤快照均存在且可解析。
CN,10,associations_covote,关联/共投,available_crawled,205156,205156,pair_rows,processed_table,metadata/cn_modern_coverage.json;metadata/cn_official_normalization_report.json;data_processed/cn_official/covote_metrics.csv.gz,共投对 205156/205156；不完整或 API 未认证时记 pending。
CN,10,condition_rankings,条件榜,available_crawled,390,390,question_answer_conditions,processed_table,metadata/cn_modern_coverage.json;metadata/cn_official_normalization_report.json;data_processed/cn_official/condition_option_summary.csv;data_processed/cn_official/condition_rankings.csv.gz,条件文件/键 390/390，排名明细 349064 行；部分抓取仍记 pending。
CN,10,open_text,开放文本,available_crawled,70818,,answer_rows,processed_table,metadata/cn_modern_coverage.json;metadata/cn_official_normalization_report.json;data_processed/cn_official/open_text_answers.csv.gz,匿名官网开放回答 70818 行。
CN,11,main_rankings,主榜,available_crawled,1449,,normalized_rows,processed_table,metadata/cn_modern_coverage.json;metadata/cn_official_normalization_report.json;data_processed/cn_official/rankings.csv,规范化主榜 1449 行；未出现的届次保守记 pending。
CN,11,questionnaire_definitions,问卷定义,available_crawled,112,112,questions,processed_table,metadata/cn_modern_coverage.json;metadata/cn_official_normalization_report.json;data_processed/cn_official/questionnaire_questions.csv;data_processed/cn_official/questionnaire_options.csv,题目 112/112，选项 406/406。
CN,11,questionnaire_results,问卷结果,available_crawled,403,,normalized_option_rows,processed_table,metadata/cn_modern_coverage.json;metadata/cn_official_normalization_report.json;data_processed/cn_official/questionnaire_long.csv,分类题结果覆盖 73/73 题，共 403 个选项行。
CN,11,questionnaire_trends,问卷趋势,available_crawled,28015,,time_series_rows,processed_table,metadata/cn_modern_coverage.json;metadata/cn_official_normalization_report.json;data_processed/cn_official/questionnaire_trends.csv.gz,问卷趋势长表 28015 行。
CN,11,entity_questionnaire_details,实体问卷明细,available_crawled,856,856,normalized_rows,offline_raw_verification,metadata/cn_modern_coverage.json;metadata/cn_official_normalization_report.json;metadata/cn_component_verification.json,每个角色/曲目实体的 queryQuestionnaire 过滤快照均存在且可解析。
CN,11,associations_covote,关联/共投,available_crawled,216612,216612,pair_rows,processed_table,metadata/cn_modern_coverage.json;metadata/cn_official_normalization_report.json;data_processed/cn_official/covote_metrics.csv.gz,共投对 216612/216612；不完整或 API 未认证时记 pending。
CN,11,condition_rankings,条件榜,available_crawled,406,406,question_answer_conditions,processed_table,metadata/cn_modern_coverage.json;metadata/cn_official_normalization_report.json;data_processed/cn_official/condition_option_summary.csv;data_processed/cn_official/condition_rankings.csv.gz,条件文件/键 406/406，排名明细 316277 行；部分抓取仍记 pending。
CN,11,open_text,开放文本,available_crawled,37146,,answer_rows,processed_table,metadata/cn_modern_coverage.json;metadata/cn_official_normalization_report.json;data_processed/cn_official/open_text_answers.csv.gz,匿名官网开放回答 37146 行。
