source,table_index,table_heading,table_id,row_index,cell_index,cell_type,text,number,percent,numeric_tokens
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,17,原作相关调查,stable,0,0,th,8.2.（想买但没有机会的情况下）为何没有购买,,,[8.2]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,17,原作相关调查,stable,1,0,td,缺少渠道：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,17,原作相关调查,stable,1,1,td,3537票，占4728票的74.81%,,74.81,[3537]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,17,原作相关调查,stable,2,0,td,不懂日文：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,17,原作相关调查,stable,2,1,td,1965票，占4728票的41.56%,,41.56,[1965]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,17,原作相关调查,stable,3,0,td,价格过高：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,17,原作相关调查,stable,3,1,td,959票，占4728票的20.28%,,20.28,[959]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,17,原作相关调查,stable,4,0,td,家人阻碍：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,17,原作相关调查,stable,4,1,td,892票，占4728票的18.87%,,18.87,[892]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,17,原作相关调查,stable,5,0,td,+ 图表,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,18,原作相关调查,stable,0,0,th,9.有无购买下载版官方游戏,,,[9]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,18,原作相关调查,stable,1,0,td,考虑购买：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,18,原作相关调查,stable,1,1,td,5721票，占73.49%,,73.49,[5721]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,18,原作相关调查,stable,2,0,td,不会购买：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,18,原作相关调查,stable,2,1,td,1623票，占20.85%,,20.85,[1623]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,18,原作相关调查,stable,3,0,td,已经购买：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,18,原作相关调查,stable,3,1,td,441票，占5.66%,,5.66,[441]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,18,原作相关调查,stable,4,0,td,+ 图表,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,19,二次同人相关,stable,0,0,th,1.关注的二次创作方面,,,[1]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,19,二次同人相关,stable,1,0,td,音乐：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,19,二次同人相关,stable,1,1,td,5910票，占75.92%,,75.92,[5910]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,19,二次同人相关,stable,2,0,td,漫画：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,19,二次同人相关,stable,2,1,td,4748票，占60.99%,,60.99,[4748]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,19,二次同人相关,stable,3,0,td,视频：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,19,二次同人相关,stable,3,1,td,4644票，占59.65%,,59.65,[4644]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,19,二次同人相关,stable,4,0,td,绘画：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,19,二次同人相关,stable,4,1,td,4424票，占56.83%,,56.83,[4424]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,19,二次同人相关,stable,5,0,td,游戏：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,19,二次同人相关,stable,5,1,td,4208票，占54.05%,,54.05,[4208]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,19,二次同人相关,stable,6,0,td,小说：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,19,二次同人相关,stable,6,1,td,2173票，占27.91%,,27.91,[2173]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,19,二次同人相关,stable,7,0,td,其他：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,19,二次同人相关,stable,7,1,td,1040票，占13.36%,,13.36,[1040]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,19,二次同人相关,stable,8,0,td,+ 图表,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,20,二次同人相关,stable,0,0,th,2.有无购买过非国人二次创作,,,[2]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,20,二次同人相关,stable,1,0,td,想买但没有机会：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,20,二次同人相关,stable,1,1,td,3799票，占48.8%,,48.8,[3799]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,20,二次同人相关,stable,2,0,td,有：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,20,二次同人相关,stable,2,1,td,2218票，占28.49%,,28.49,[2218]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,20,二次同人相关,stable,3,0,td,没有考虑过：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,20,二次同人相关,stable,3,1,td,1768票，占22.71%,,22.71,[1768]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,20,二次同人相关,stable,4,0,td,+ 图表,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,21,二次同人相关,stable,0,0,th,2.1.（有购买的情况下）购买的类型,,,[2.1]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,21,二次同人相关,stable,1,0,td,漫画本：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,21,二次同人相关,stable,1,1,td,1277票，占2218票的57.57%,,57.57,[1277]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,21,二次同人相关,stable,2,0,td,音乐CD：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,21,二次同人相关,stable,2,1,td,1029票，占2218票的46.39%,,46.39,[1029]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,21,二次同人相关,stable,3,0,td,插画本：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,21,二次同人相关,stable,3,1,td,1022票，占2218票的46.08%,,46.08,[1022]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,21,二次同人相关,stable,4,0,td,实物周边或其他：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,21,二次同人相关,stable,4,1,td,978票，占2218票的44.09%,,44.09,[978]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,21,二次同人相关,stable,5,0,td,游戏和软件：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,21,二次同人相关,stable,5,1,td,380票，占2218票的17.13%,,17.13,[380]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,21,二次同人相关,stable,6,0,td,小说本：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,21,二次同人相关,stable,6,1,td,292票，占2218票的13.17%,,13.17,[292]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,21,二次同人相关,stable,7,0,td,视频：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,21,二次同人相关,stable,7,1,td,122票，占2218票的5.5%,,5.5,[122]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,21,二次同人相关,stable,8,0,td,+ 图表,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,22,二次同人相关,stable,0,0,th,2.2.（有购买的情况下）购买的渠道,,,[2.2]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,22,二次同人相关,stable,1,0,td,通过代购：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,22,二次同人相关,stable,1,1,td,1343票，占2218票的60.55%,,60.55,[1343]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,22,二次同人相关,stable,2,0,td,实地购买：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,22,二次同人相关,stable,2,1,td,729票，占2218票的32.87%,,32.87,[729]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,22,二次同人相关,stable,3,0,td,委托朋友：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,22,二次同人相关,stable,3,1,td,498票，占2218票的22.45%,,22.45,[498]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,22,二次同人相关,stable,4,0,td,购买二手：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,22,二次同人相关,stable,4,1,td,217票，占2218票的9.78%,,9.78,[217]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,22,二次同人相关,stable,5,0,td,+ 图表,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,23,二次同人相关,stable,0,0,th,2.3.（想买但没有机会的情况下）为何没有购买,,,[2.3]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,23,二次同人相关,stable,1,0,td,缺少渠道：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,23,二次同人相关,stable,1,1,td,3072票，占3799票的80.86%,,80.86,[3072]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,23,二次同人相关,stable,2,0,td,不懂日文：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,23,二次同人相关,stable,2,1,td,1343票，占3799票的35.35%,,35.35,[1343]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,23,二次同人相关,stable,3,0,td,价格过高：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,23,二次同人相关,stable,3,1,td,727票，占3799票的19.14%,,19.14,[727]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,23,二次同人相关,stable,4,0,td,家人阻碍：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,23,二次同人相关,stable,4,1,td,630票，占3799票的16.58%,,16.58,[630]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,23,二次同人相关,stable,5,0,td,+ 图表,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,24,二次同人相关,stable,0,0,th,3.有无购买过国人二次创作,,,[3]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,24,二次同人相关,stable,1,0,td,有：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,24,二次同人相关,stable,1,1,td,3602票，占46.27%,,46.27,[3602]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,24,二次同人相关,stable,2,0,td,没有考虑过：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,24,二次同人相关,stable,2,1,td,2232票，占28.67%,,28.67,[2232]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,24,二次同人相关,stable,3,0,td,想买但没有机会：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,24,二次同人相关,stable,3,1,td,1951票，占25.06%,,25.06,[1951]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,24,二次同人相关,stable,4,0,td,+ 图表,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,25,二次同人相关,stable,0,0,th,3.1.（有购买的情况下）能接受的价格上限,,,[3.1]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,25,二次同人相关,stable,1,0,td,无上限：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,25,二次同人相关,stable,1,1,td,1131票，占3602票的31.4%,,31.4,[1131]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,25,二次同人相关,stable,2,0,td,100以下：,,,[100]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,25,二次同人相关,stable,2,1,td,1024票，占3602票的28.43%,,28.43,[1024]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,25,二次同人相关,stable,3,0,td,80以下：,,,[80]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,25,二次同人相关,stable,3,1,td,657票，占3602票的18.24%,,18.24,[657]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,25,二次同人相关,stable,4,0,td,50以下：,,,[50]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,25,二次同人相关,stable,4,1,td,615票，占3602票的17.07%,,17.07,[615]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,25,二次同人相关,stable,5,0,td,40以下：,,,[40]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,25,二次同人相关,stable,5,1,td,175票，占3602票的4.86%,,4.86,[175]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,25,二次同人相关,stable,6,0,td,+ 图表,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,26,二次同人相关,stable,0,0,th,3.2.（有购买的情况下）购买的类型,,,[3.2]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,26,二次同人相关,stable,1,0,td,插画本：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,26,二次同人相关,stable,1,1,td,2369票，占3602票的65.77%,,65.77,[2369]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,26,二次同人相关,stable,2,0,td,漫画本：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,26,二次同人相关,stable,2,1,td,2300票，占3602票的63.85%,,63.85,[2300]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,26,二次同人相关,stable,3,0,td,实物周边或其他：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,26,二次同人相关,stable,3,1,td,1955票，占3602票的54.28%,,54.28,[1955]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,26,二次同人相关,stable,4,0,td,音乐CD：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,26,二次同人相关,stable,4,1,td,1217票，占3602票的33.79%,,33.79,[1217]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,26,二次同人相关,stable,5,0,td,小说本：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,26,二次同人相关,stable,5,1,td,819票，占3602票的22.74%,,22.74,[819]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,26,二次同人相关,stable,6,0,td,游戏和软件：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,26,二次同人相关,stable,6,1,td,443票，占3602票的12.3%,,12.3,[443]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,26,二次同人相关,stable,7,0,td,视频：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,26,二次同人相关,stable,7,1,td,155票，占3602票的4.3%,,4.3,[155]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,26,二次同人相关,stable,8,0,td,+ 图表,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,27,二次同人相关,stable,0,0,th,3.3.（有购买的情况下）购买的渠道,,,[3.3]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,27,二次同人相关,stable,1,0,td,展会购买：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,27,二次同人相关,stable,1,1,td,2623票，占3602票的72.82%,,72.82,[2623]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,27,二次同人相关,stable,2,0,td,网络通贩：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,27,二次同人相关,stable,2,1,td,2090票，占3602票的58.02%,,58.02,[2090]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,27,二次同人相关,stable,3,0,td,其他形式：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,27,二次同人相关,stable,3,1,td,362票，占3602票的10.05%,,10.05,[362]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,27,二次同人相关,stable,4,0,td,他人转手：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,27,二次同人相关,stable,4,1,td,240票，占3602票的6.66%,,6.66,[240]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,27,二次同人相关,stable,5,0,td,+ 图表,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,28,二次同人相关,stable,0,0,th,3.4.（想买但没有机会的情况下）为何没有购买,,,[3.4]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,28,二次同人相关,stable,1,0,td,渠道不便：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,28,二次同人相关,stable,1,1,td,1490票，占1951票的76.37%,,76.37,[1490]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,28,二次同人相关,stable,2,0,td,家人阻碍：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,28,二次同人相关,stable,2,1,td,444票，占1951票的22.76%,,22.76,[444]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,28,二次同人相关,stable,3,0,td,没喜欢的：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,28,二次同人相关,stable,3,1,td,311票，占1951票的15.94%,,15.94,[311]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,28,二次同人相关,stable,4,0,td,价格过高：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,28,二次同人相关,stable,4,1,td,289票，占1951票的14.81%,,14.81,[289]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,28,二次同人相关,stable,5,0,td,+ 图表,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,29,二次同人相关,stable,0,0,th,4.有无做过同人创作,,,[4]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,29,二次同人相关,stable,1,0,td,没有想过：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,29,二次同人相关,stable,1,1,td,3130票，占40.21%,,40.21,[3130]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,29,二次同人相关,stable,2,0,td,想过还没做：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,29,二次同人相关,stable,2,1,td,3084票，占39.61%,,39.61,[3084]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,29,二次同人相关,stable,3,0,td,已经做过或正在做：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,29,二次同人相关,stable,3,1,td,1571票，占20.18%,,20.18,[1571]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,29,二次同人相关,stable,4,0,td,+ 图表,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,30,二次同人相关,stable,0,0,th,4.1.（有做或想做的情况下）同人创作的类型,,,[4.1]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,30,二次同人相关,stable,1,0,td,小说：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,30,二次同人相关,stable,1,1,td,1684票，占4655票的36.18%,,36.18,[1684]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,30,二次同人相关,stable,2,0,td,插画：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,30,二次同人相关,stable,2,1,td,1666票，占4655票的35.79%,,35.79,[1666]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,30,二次同人相关,stable,3,0,td,游戏和软件：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,30,二次同人相关,stable,3,1,td,1278票，占4655票的27.45%,,27.45,[1278]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,30,二次同人相关,stable,4,0,td,漫画：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,30,二次同人相关,stable,4,1,td,1232票，占4655票的26.47%,,26.47,[1232]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,30,二次同人相关,stable,5,0,td,视频：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,30,二次同人相关,stable,5,1,td,1093票，占4655票的23.48%,,23.48,[1093]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,30,二次同人相关,stable,6,0,td,音乐：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,30,二次同人相关,stable,6,1,td,755票，占4655票的16.22%,,16.22,[755]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,30,二次同人相关,stable,7,0,td,实物周边：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,30,二次同人相关,stable,7,1,td,340票，占4655票的7.3%,,7.3,[340]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,30,二次同人相关,stable,8,0,td,其他：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,30,二次同人相关,stable,8,1,td,320票，占4655票的6.87%,,6.87,[320]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,30,二次同人相关,stable,9,0,td,+ 图表,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,31,二次同人相关,stable,0,0,th,4.2.（想做还没做的情况下）因何原因阻碍创作,,,[4.2]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,31,二次同人相关,stable,1,0,td,技术：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,31,二次同人相关,stable,1,1,td,2197票，占3084票的71.24%,,71.24,[2197]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,31,二次同人相关,stable,2,0,td,时间：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,31,二次同人相关,stable,2,1,td,2166票，占3084票的70.23%,,70.23,[2166]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,31,二次同人相关,stable,3,0,td,环境：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,31,二次同人相关,stable,3,1,td,844票，占3084票的27.37%,,27.37,[844]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,31,二次同人相关,stable,4,0,td,资金：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,31,二次同人相关,stable,4,1,td,643票，占3084票的20.85%,,20.85,[643]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,31,二次同人相关,stable,5,0,td,人脉：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,31,二次同人相关,stable,5,1,td,587票，占3084票的19.03%,,19.03,[587]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,31,二次同人相关,stable,6,0,td,+ 图表,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,32,二次同人相关,stable,0,0,th,5.原作和二次创作更热衷,,,[5]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,32,二次同人相关,stable,1,0,td,都差不多：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,32,二次同人相关,stable,1,1,td,4328票，占55.59%,,55.59,[4328]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,32,二次同人相关,stable,2,0,td,原作：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,32,二次同人相关,stable,2,1,td,2056票，占26.41%,,26.41,[2056]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,32,二次同人相关,stable,3,0,td,二次同人：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,32,二次同人相关,stable,3,1,td,1401票，占18%,,18.0,[1401]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,32,二次同人相关,stable,4,0,td,+ 图表,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,33,二次同人相关,stable,0,0,th,6.有无购买过实物周边,,,[6]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,33,二次同人相关,stable,1,0,td,有：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,33,二次同人相关,stable,1,1,td,4466票，占57.37%,,57.37,[4466]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,33,二次同人相关,stable,2,0,td,想买但没有条件：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,33,二次同人相关,stable,2,1,td,1924票，占24.71%,,24.71,[1924]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,33,二次同人相关,stable,3,0,td,没有考虑过：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,33,二次同人相关,stable,3,1,td,1395票，占17.92%,,17.92,[1395]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,33,二次同人相关,stable,4,0,td,+ 图表,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,34,日常相关,stable,0,0,th,1.一年内参加东方专门展,,,[1]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,34,日常相关,stable,1,0,td,没有：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,34,日常相关,stable,1,1,td,6488票，占83.34%,,83.34,[6488]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,34,日常相关,stable,2,0,td,有：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,34,日常相关,stable,2,1,td,1297票，占16.66%,,16.66,[1297]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,34,日常相关,stable,3,0,td,+ 图表,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,35,日常相关,stable,0,0,th,1.1.展会举办地选择,,,[1.1]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,35,日常相关,stable,1,0,td,仅去本地或附近：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,35,日常相关,stable,1,1,td,4474票，占57.47%,,57.47,[4474]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,35,日常相关,stable,2,0,td,异地也会去：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,35,日常相关,stable,2,1,td,3311票，占42.53%,,42.53,[3311]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,35,日常相关,stable,3,0,td,+ 图表,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,36,日常相关,stable,0,0,th,2.有无购买过国内的东方刊物,,,[2]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,36,日常相关,stable,1,0,td,有：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,36,日常相关,stable,1,1,td,2881票，占37.01%,,37.01,[2881]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,36,日常相关,stable,2,0,td,没有：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,36,日常相关,stable,2,1,td,2865票，占36.8%,,36.8,[2865]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,36,日常相关,stable,3,0,td,不知道有这样的刊物：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,36,日常相关,stable,3,1,td,2039票，占26.19%,,26.19,[2039]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,36,日常相关,stable,4,0,td,+ 图表,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,37,日常相关,stable,0,0,th,2.1.（有购买的情况下）购买这些刊物的原因,,,[2.1]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,37,日常相关,stable,1,0,td,刊物内容：,,,[]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,37,日常相关,stable,1,1,td,2400票，占2881票的83.3%,,83.3,[2400]
data_raw/cn_official_legacy/round_03/raw/pages/paper/index.html,37,日常相关,stable,2,0,td,仅作收藏：,,,[]
