condition_family,question_index,question_group,question,question_token,answer_index,answer_id,answer,expected_cohort,target_category,status,row_count,url,raw_path,processed_path,error,expected_cohort_source,total_effective_votes,total_first_votes,filtered_entity_count,actual_entity_count,mean_votes,median_votes,official_filter_description
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,15,15,黑龙江,148,music,available_crawled,237,https://touhou.vote/v8/?m=music&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=15,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_015/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_015/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的居住地是→黑龙江</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,16,16,吉林,107,chara,available_crawled,104,https://touhou.vote/v8/?m=chara&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=16,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_016/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_016/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的居住地是→吉林</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,16,16,吉林,107,music,available_crawled,187,https://touhou.vote/v8/?m=music&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=16,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_016/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_016/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的居住地是→吉林</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,17,17,辽宁,227,chara,available_crawled,138,https://touhou.vote/v8/?m=chara&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=17,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_017/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_017/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的居住地是→辽宁</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,17,17,辽宁,227,music,available_crawled,286,https://touhou.vote/v8/?m=music&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=17,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_017/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_017/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的居住地是→辽宁</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,18,18,陕西,177,chara,available_crawled,116,https://touhou.vote/v8/?m=chara&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=18,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_018/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_018/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的居住地是→陕西</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,18,18,陕西,177,music,available_crawled,246,https://touhou.vote/v8/?m=music&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=18,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_018/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_018/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的居住地是→陕西</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,19,19,内蒙古,64,chara,available_crawled,97,https://touhou.vote/v8/?m=chara&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=19,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_019/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_019/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的居住地是→内蒙古</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,19,19,内蒙古,64,music,available_crawled,176,https://touhou.vote/v8/?m=music&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=19,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_019/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_019/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的居住地是→内蒙古</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,20,20,安徽,240,chara,available_crawled,131,https://touhou.vote/v8/?m=chara&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=20,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_020/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_020/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的居住地是→安徽</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,20,20,安徽,240,music,available_crawled,270,https://touhou.vote/v8/?m=music&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=20,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_020/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_020/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的居住地是→安徽</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,21,21,福建,353,chara,available_crawled,148,https://touhou.vote/v8/?m=chara&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=21,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_021/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_021/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的居住地是→福建</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,21,21,福建,353,music,available_crawled,319,https://touhou.vote/v8/?m=music&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=21,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_021/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_021/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的居住地是→福建</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,22,22,江西,196,chara,available_crawled,123,https://touhou.vote/v8/?m=chara&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=22,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_022/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_022/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的居住地是→江西</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,22,22,江西,196,music,available_crawled,257,https://touhou.vote/v8/?m=music&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=22,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_022/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_022/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的居住地是→江西</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,23,23,广西,284,chara,available_crawled,129,https://touhou.vote/v8/?m=chara&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=23,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_023/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_023/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的居住地是→广西</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,23,23,广西,284,music,available_crawled,312,https://touhou.vote/v8/?m=music&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=23,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_023/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_023/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的居住地是→广西</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,24,24,海南,55,chara,available_crawled,96,https://touhou.vote/v8/?m=chara&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=24,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_024/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_024/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的居住地是→海南</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,24,24,海南,55,music,available_crawled,150,https://touhou.vote/v8/?m=music&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=24,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_024/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_024/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的居住地是→海南</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,25,25,贵州,106,chara,available_crawled,108,https://touhou.vote/v8/?m=chara&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=25,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_025/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_025/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的居住地是→贵州</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,25,25,贵州,106,music,available_crawled,208,https://touhou.vote/v8/?m=music&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=25,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_025/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_025/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的居住地是→贵州</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,26,26,云南,81,chara,available_crawled,95,https://touhou.vote/v8/?m=chara&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=26,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_026/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_026/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的居住地是→云南</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,26,26,云南,81,music,available_crawled,175,https://touhou.vote/v8/?m=music&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=26,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_026/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_026/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的居住地是→云南</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,27,27,甘肃,38,chara,available_crawled,73,https://touhou.vote/v8/?m=chara&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=27,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_027/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_027/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的居住地是→甘肃</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,27,27,甘肃,38,music,available_crawled,136,https://touhou.vote/v8/?m=music&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=27,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_027/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_027/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的居住地是→甘肃</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,28,28,宁夏,5,chara,available_crawled,22,https://touhou.vote/v8/?m=chara&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=28,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_028/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_028/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的居住地是→宁夏</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,28,28,宁夏,5,music,available_crawled,33,https://touhou.vote/v8/?m=music&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=28,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_028/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_028/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的居住地是→宁夏</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,29,29,青海,5,chara,available_crawled,28,https://touhou.vote/v8/?m=chara&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=29,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_029/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_029/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的居住地是→青海</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,29,29,青海,5,music,available_crawled,44,https://touhou.vote/v8/?m=music&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=29,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_029/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_029/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的居住地是→青海</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,30,30,新疆,37,chara,available_crawled,73,https://touhou.vote/v8/?m=chara&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=30,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_030/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_030/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的居住地是→新疆</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,30,30,新疆,37,music,available_crawled,104,https://touhou.vote/v8/?m=music&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=30,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_030/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_030/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的居住地是→新疆</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,31,31,西藏,3,chara,available_crawled,15,https://touhou.vote/v8/?m=chara&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=31,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_031/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_031/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的居住地是→西藏</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,31,31,西藏,3,music,available_crawled,19,https://touhou.vote/v8/?m=music&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=31,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_031/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_031/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的居住地是→西藏</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,32,32,香港,51,chara,available_crawled,96,https://touhou.vote/v8/?m=chara&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=32,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_032/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_032/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的居住地是→香港</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,32,32,香港,51,music,available_crawled,167,https://touhou.vote/v8/?m=music&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=32,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_032/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_032/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的居住地是→香港</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,33,33,澳门,8,chara,available_crawled,35,https://touhou.vote/v8/?m=chara&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=33,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_033/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_033/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的居住地是→澳门</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,33,33,澳门,8,music,available_crawled,40,https://touhou.vote/v8/?m=music&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=33,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_033/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_033/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的居住地是→澳门</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,34,34,台湾,88,chara,available_crawled,106,https://touhou.vote/v8/?m=chara&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=34,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_034/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_034/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的居住地是→台湾</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,34,34,台湾,88,music,available_crawled,198,https://touhou.vote/v8/?m=music&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=34,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_034/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_034/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的居住地是→台湾</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,35,35,日本,44,chara,available_crawled,82,https://touhou.vote/v8/?m=chara&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=35,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_035/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_035/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的居住地是→日本</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,35,35,日本,44,music,available_crawled,160,https://touhou.vote/v8/?m=music&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=35,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_035/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_035/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的居住地是→日本</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,36,36,亚洲其他地区,29,chara,available_crawled,74,https://touhou.vote/v8/?m=chara&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=36,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_036/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_036/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的居住地是→亚洲其他地区</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,36,36,亚洲其他地区,29,music,available_crawled,110,https://touhou.vote/v8/?m=music&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=36,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_036/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_036/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的居住地是→亚洲其他地区</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,37,37,北美洲,102,chara,available_crawled,100,https://touhou.vote/v8/?m=chara&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=37,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_037/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_037/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的居住地是→北美洲</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,37,37,北美洲,102,music,available_crawled,220,https://touhou.vote/v8/?m=music&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=37,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_037/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_037/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的居住地是→北美洲</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,38,38,南美洲,4,chara,available_crawled,19,https://touhou.vote/v8/?m=chara&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=38,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_038/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_038/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的居住地是→南美洲</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,38,38,南美洲,4,music,available_crawled,20,https://touhou.vote/v8/?m=music&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=38,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_038/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_038/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的居住地是→南美洲</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,39,39,大洋洲,19,chara,available_crawled,62,https://touhou.vote/v8/?m=chara&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=39,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_039/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_039/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的居住地是→大洋洲</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,39,39,大洋洲,19,music,available_crawled,98,https://touhou.vote/v8/?m=music&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=39,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_039/target_music.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_039/target_music.json.gz,,official aggregate questionnaire APIs,,,,569,,,<b>您的居住地是→大洋洲</b>
questionnaire_answer,6,1,您的居住地是,82319152879cc05c8b5d19a450d5QBydcjoZ50d5,40,40,欧洲,25,chara,available_crawled,65,https://touhou.vote/v8/?m=chara&type=simple&quest=82319152879cc05c8b5d19a450d5QBydcjoZ50d5&item=40,data_raw/cn_official_legacy/round_08/raw/advanced/questionnaire/conditions/q_006/a_040/target_chara.html.gz,data_raw/cn_official_legacy/round_08/processed/advanced/questionnaire/conditions/q_006/a_040/target_chara.json.gz,,official aggregate questionnaire APIs,,,,227,,,<b>您的居住地是→欧洲</b>
