event_id,event_date,event_time_precision,platform,platform_region,poll_region_alignment,diffusion_class,character_cn,character_jp,event_type,community_layer,poll_round_before,poll_round_after,phase,source_url,source_title_or_excerpt,metric_snapshot,observed_at,interpretation,causal_limit,verification_status,character_key,before_rank,after_rank,rank_improvement,before_candidate_count,after_candidate_count,before_top_percentile,after_top_percentile,before_points_jp,after_points_jp,before_primary_jp,after_primary_jp,before_official_support_jp,after_official_support_jp,before_votes_cn,after_votes_cn,before_primary_cn,after_primary_cn,before_weighted_score_cn,after_weighted_score_cn,join_status,alignment_limit
jmpd_r5_sakuya,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,十六夜咲夜,十六夜 咲夜,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回红魔乡组表格列出咲夜并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示红魔乡组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,十六夜咲夜,4,2,2.0,94,108,96.7742,99.0654,3154,5433,631,1144,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_remilia,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,蕾米莉亚·斯卡蕾特,レミリア・スカーレット,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回红魔乡组表格列出蕾米莉亚并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示红魔乡组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,蕾米莉亚斯卡蕾特,5,5,0.0,94,108,95.6989,96.2617,3083,4945,582,976,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_flandre,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,芙兰朵露·斯卡蕾特,フランドール・スカーレット,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回红魔乡组表格列出芙兰朵露并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示红魔乡组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,芙兰朵露斯卡蕾特,10,12,-2.0,94,108,90.3226,89.7196,2497,3654,400,655,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_patchouli,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,帕秋莉·诺蕾姬,パチュリー・ノーレッジ,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回红魔乡组表格列出帕秋莉并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示红魔乡组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,帕秋莉诺蕾姬,11,14,-3.0,94,108,89.2473,87.8505,2474,3450,518,703,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_cirno,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,琪露诺,チルノ,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回红魔乡组表格列出琪露诺并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示红魔乡组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,琪露诺,15,18,-3.0,94,108,84.9462,84.1121,2075,2604,379,487,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_meiling,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,红美铃,紅 美鈴,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回红魔乡组表格列出美铃并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示红魔乡组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,红美铃,19,22,-3.0,94,108,80.6452,80.3738,1521,2415,266,462,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_rumia,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,露米娅,ルーミア,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回红魔乡组表格列出露米娅并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示红魔乡组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,露米娅,34,38,-4.0,94,108,64.5161,65.4206,661,1362,92,232,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_little_devil,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,小恶魔,小悪魔,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回红魔乡组表格列出小恶魔并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示红魔乡组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,小恶魔,38,44,-6.0,94,108,60.2151,59.8131,455,823,53,93,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_daiyousei,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,大妖精,大妖精,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回红魔乡组表格列出大妖精并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示红魔乡组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,大妖精,45,52,-7.0,94,108,52.6882,52.3364,238,592,28,84,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_yuyuko,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,西行寺幽幽子,西行寺 幽々子,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回妖々梦组表格列出幽幽子并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示妖々梦组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,西行寺幽幽子,6,10,-4.0,94,108,94.6237,91.5888,2973,3973,661,879,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_yukari,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,八云紫,八雲 紫,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回妖々梦组表格列出紫并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示妖々梦组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,八云紫,7,6,1.0,94,108,93.5484,95.3271,2887,4471,561,884,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_alice,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,爱丽丝·玛格特洛依德,アリス・マーガトロイド,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回妖々梦组表格列出爱丽丝并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示妖々梦组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,爱丽丝玛格特洛依德,8,8,0.0,94,108,92.4731,93.4579,2574,4065,598,960,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_youmu,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,魂魄妖梦,魂魄 妖夢,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回妖々梦组表格列出妖梦并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示妖々梦组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,魂魄妖梦,12,15,-3.0,94,108,88.172,86.9159,2169,3277,425,702,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_layti,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,蕾蒂·霍瓦特洛克,レティ・ホワイトロック,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回妖々梦组表格列出蕾蒂并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示妖々梦组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,蕾蒂霍瓦特洛克,39,47,-8.0,94,108,59.1398,57.0093,452,790,78,140,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_lilywhite,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,莉莉霍瓦特（莉莉白）,リリーホワイト,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回妖々梦组表格列出莉莉白并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示妖々梦组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,莉莉霍瓦特莉莉白,46,62,-16.0,94,108,51.6129,42.9907,231,290,33,53,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_lunasa,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,露娜萨·普莉兹姆利巴,ルナサ・プリズムリバー,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回妖々梦组表格列出露娜萨并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示妖々梦组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,露娜萨普莉兹姆利巴,31,42,-11.0,94,108,67.7419,61.6822,808,1090,135,166,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_merlin,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,梅露兰·普莉兹姆利巴,メルラン・プリズムリバー,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回妖々梦组表格列出梅露兰并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示妖々梦组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,梅露兰普莉兹姆利巴,48,60,-12.0,94,108,49.4624,44.8598,215,309,30,40,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_lilica,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,莉莉卡·普莉兹姆利巴,リリカ・プリズムリバー,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回妖々梦组表格列出莉莉卡并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示妖々梦组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,莉莉卡普莉兹姆利巴,44,58,-14.0,94,108,53.7634,46.729,252,343,33,43,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_suika,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,伊吹萃香,伊吹 萃香,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回萃梦想组表格列出萃香并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示萃梦想组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,伊吹萃香,22,20,2.0,94,108,77.4194,82.243,1454,2444,179,336,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_mokou,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,藤原妹红,藤原 妹紅,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回永夜抄组表格列出妹红并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示永夜抄组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,藤原妹红,9,7,2.0,94,108,91.3978,94.3925,2544,4162,425,777,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_keine,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,上白泽慧音,上白沢 慧音,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回永夜抄组表格列出慧音并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示永夜抄组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,上白泽慧音,17,23,-6.0,94,108,82.7957,79.4393,1830,2214,319,375,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_reisen,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,铃仙·优昙华院·因幡,鈴仙・優曇華院・イナバ,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回永夜抄组表格列出铃仙并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示永夜抄组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,铃仙优昙华院因幡,21,26,-5.0,94,108,78.4946,76.6355,1489,2086,236,363,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_kaguya,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,蓬莱山辉夜,蓬莱山 輝夜,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回永夜抄组表格列出辉夜并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示永夜抄组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,蓬莱山辉夜,23,30,-7.0,94,108,76.3441,72.8972,1342,1775,233,329,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_eirin,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,八意永琳,八意 永琳,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回永夜抄组表格列出永琳并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示永夜抄组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,八意永琳,24,33,-9.0,94,108,75.2688,70.0935,1298,1581,171,214,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_mystia,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,米斯蒂娅·萝蕾拉,ミスティア・ローレライ,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回永夜抄组表格列出米斯蒂娅并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示永夜抄组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,米斯蒂娅萝蕾拉,30,39,-9.0,94,108,68.8172,64.486,815,1329,135,254,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_tewi,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,因幡天为（因幡帝）,因幡 てゐ,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回永夜抄组表格列出因幡帝并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示永夜抄组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,因幡天为因幡帝,33,43,-10.0,94,108,65.5914,60.7477,744,932,89,129,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_riggle,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,莉格露·奈特巴格,リグル・ナイトバグ,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回永夜抄组表格列出莉格露并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示永夜抄组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,莉格露奈特巴格,41,48,-7.0,94,108,56.9892,56.0748,410,725,73,151,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_aya,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,射命丸文,射命丸 文,result_interpretation,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回花映塚组表格列出文并讨论其新角色时代的高位,个人赛后观察；无互动量快照,2026-08-24,文是作者按作品拆分分析中明确讨论的花映塚高位角色,单篇博客为事后观察，不能证明后续名次由该文所述因素造成,verified_public_web,射命丸文,3,11,-8.0,94,108,97.8495,90.6542,3774,3738,648,667,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_eiki,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,四季映姬·夜摩仙那度,四季映姫・ヤマザナドゥ,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回花映塚组表格列出映姬并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示花映塚组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,四季映姬夜摩仙那度,18,24,-6.0,94,108,81.7204,78.5047,1586,2200,211,308,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_yuuka,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,风见幽香,風見 幽香,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回花映塚组表格列出幽香并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示花映塚组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,风见幽香,20,9,11.0,94,108,79.5699,92.5234,1517,4005,263,709,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_komachi,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,小野塚小町,小野塚 小町,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回花映塚组表格列出小町并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示花映塚组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,小野塚小町,28,31,-3.0,94,108,70.9677,71.9626,855,1728,87,215,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_medicine,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,梅蒂欣·梅兰可莉,メディスン・メランコリー,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回花映塚组表格列出梅蒂欣并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示花映塚组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,梅蒂欣梅兰可莉,43,53,-10.0,94,108,54.8387,51.4019,306,500,42,71,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_sanae,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,东风谷早苗,東風谷 早苗,result_interpretation,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回风神录组表格列出早苗并讨论新作角色组内表现,个人赛后观察；无互动量快照,2026-08-24,文章将早苗作为风神录新作组的核心角色观察,单篇博客为事后观察，不能证明新作出场以外的独立因果,verified_public_web,东风谷早苗,13,4,9.0,94,108,87.0968,97.1963,2135,5315,335,1026,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_suwako,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,洩矢诹访子,洩矢 諏訪子,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回风神录组表格列出诹访子并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示风神录组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,洩矢诹访子,16,17,-1.0,94,108,83.871,85.0467,1987,2691,245,340,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_hina,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,键山雏,鍵山 雛,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回风神录组表格列出雏并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示风神录组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,键山雏,25,27,-2.0,94,108,74.1935,75.7009,1092,1945,108,275,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_nitori,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,河城荷取,河城 にとり,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回风神录组表格列出荷取并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示风神录组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,河城荷取,26,25,1.0,94,108,73.1183,77.5701,934,2116,86,277,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_momiji,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,犬走椛,犬走 椛,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回风神录组表格列出椛并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示风神录组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,犬走椛,29,29,0.0,94,108,69.8925,73.8318,848,1816,83,252,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_kanako,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,八坂神奈子,八坂 神奈子,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回风神录组表格列出神奈子并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示风神录组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,八坂神奈子,32,32,0.0,94,108,66.6667,71.028,773,1659,100,240,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_shizuha,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,秋静叶,秋 静葉,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回风神录组表格列出静叶并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示风神录组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,秋静叶,52,50,2.0,94,108,45.1613,54.2056,120,706,9,85,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_minoriko,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,秋穰子,秋 穣子,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回风神录组表格列出穰子并比较组内名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示风神录组角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,秋穰子,54,49,5.0,94,108,43.0108,55.1402,97,712,10,90,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_rinnosuke,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,森近霖之助,森近 霖之助,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回书籍/音乐CD组表格列出霖之助并比较出版物角色名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示出版物角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,森近霖之助,35,40,-5.0,94,108,63.4409,63.5514,659,1225,104,299,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
jmpd_r5_akyuu,2008-02-18,day,Japanese blog,JP,jp,domestic_platform_poll_alignment,稗田阿求,稗田 阿求,result_table_mention,analysis,5,6,post_result,https://exemptyjmpd.blog.fc2.com/blog-entry-1375.html,第5回书籍/音乐CD组表格列出阿求并比较出版物角色名次,按作品拆分的赛后结果表；无互动量快照,2026-08-24,仅表示出版物角色被纳入作者的排名观察,表格出现不等于角色机制或投票动员证据,verified_public_web,稗田阿求,40,51,-11.0,94,108,58.0645,53.271,413,649,42,79,,,,,,,,,before_and_after,时间相邻只支持描述性对齐；社媒互动、播放、标签量、支援数和投票指标禁止相加。
